id,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,Taxa
0304ed2dbb372a4d3b30ac39eaa75a79faf8036e_4, Eukaryota,Alveolata,Apicomplexa,Apicomplexa_X,Colpodellidae,Colpodellidae_X,,,Colpodellidae_X
4b25f1e8ed6e5a2a611a65246cedbf5c039b81fa_59, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
bafa21e6bbc10544bdf78f84b82fd0b2c4587a7c_4, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
94dcb03f923e487d55743936063acda8793f00b9_5, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
078f8e6bb3920f2c4e9c674f1b985884f5730aa0_23, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
f4a0ef647181387ef557d5b52b8b2744e4d7431e_3, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
4e6780595ea641a596ed1c5e5ec9bbed9c944f88_5, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,Pterocystida_XX_sp.
082b223d1b9f97a19bdedfbfd9d9ae222f35cfbb_4, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,,,,,
8ffb044b4c261a645b2e0260ccd096f12afb95fe_11, Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,,,,,
c0a2dcef919a0ed087a0b2850c1139bb8ca90ccc_6, Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Chlorarachnida,Minorisa-lineage,Minorisa,Minorisa_minuta,Minorisa_minuta
737861188d1d81e2a8995848d5b0a5efcd112210_7, Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Filosa-Chlorarachnea_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,NPK2-lineage_X_sp.
02bc9eaef813ac322bab97f78d2b48ce3e818d74_4, Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Filosa-Chlorarachnea_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,NPK2-lineage_X_sp.
ec0a4d528c4557775efeabd77f49fe2a45294e3d_18, Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Filosa-Chlorarachnea_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,NPK2-lineage_X_sp.
67e8f94a590b14b79e93d830ea2ab6fc80f7ed6d_6, Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Massiteriidae,Massisteria,Massisteria_marina,Massisteria_marina
534a4e798ef700ed5ac3c18c6e4bab593a52e04e_41, Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,,,
04d04a4de4acd5d37a88d723fecb149d868fa3dd_6, Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,,,
803c4eaf91e469aadc0f660c9d9952d124a5620b_7, Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,,,
ee47ea9e95759eecf34e749f82b0a13a26686aeb_3, Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,,,
682bdbe3c8b389e8076a97e770db28541060b6db_10, Eukaryota,Rhizaria,Cercozoa,Phaeodarea,Phaeoconchida,Conchariidae,Conchellium,Conchellium_capsula,Conchellium_capsula
41a74b1167ef26c35dfd49d4707e988b0d4a475a_8, Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,
fad26f554ed9538a806c39ebff0f13f880a178ee_6, Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,
ebfd924e05b4582c914cb1db09f8f22b6d3af3f0_41, Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,
f9fc6bebf297373138bfe6245bdd5191dbe7fc56_4, Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,
3e288d9e678927f17ed32c46cb2b6a95d794b413_3, Eukaryota,Rhizaria,Cercozoa,,,,,,
33590e66023d8311e7305d9b231e55f95b67d76b_3, Eukaryota,Rhizaria,Cercozoa,,,,,,
9b04dd75011a9d9939a4cdef1c39bddbafa7236a_3, Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,,,,,
7da2304095c68bf4903366aa0d1edbd7281e464f_3, Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,,,,,
25187c87a522f2e81c88260d457f1fc9456aa01d_3, Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,,,,,
8868622b3d21135be525ea3b0a1c51a0278f77fd_73, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula_B2_sp.,Chloroparvula_B2_sp.
746818ef115ad2c7729977c1a993fe0c259616b6_4, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula_pacifica,Chloroparvula_pacifica
6f7011082245b0b1de04e50914f22e2333a05274_966, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula_pacifica,Chloroparvula_pacifica
22c4747746e4e5cfae80dcfadc5aeb333c25ac84_16, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula_pacifica,Chloroparvula_pacifica
f5d25f3934a3f7bd31ab2486169586358b47168f_10, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon_primus,Chloropicon_primus
59e480ce7d691c26671314e321ac50a1a5776d26_61, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon_roscoffensis,Chloropicon_roscoffensis
90eb71591f34925358e385e934101863ba2ebaaf_14, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
8dcc3876da525f51e29c6ae21c908691f7f008c9_64, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
45753282222cdabaa9eb55140560929f5884a70f_6, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
6a48555e36b38b6ff85eead9163d1296f3137805_27, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
cd83bd6bf26b00dd64519efda127245f56503ac1_8, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
276406820b1a72b6435125754c04104d7c430ed5_37, Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,Chloropicon
b92884942dd2dabe2f9551bb173aba05db32d36a_3, Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,Bathycoccus_prasinos
1a2399bac5ca4257fa68265dde05df799fc51718_5, Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,,Ostreococcus
c0520b20923e81c72ca7d611eb139f5de41819ec_3, Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB_sp.,Crustomastigaceae-AB_sp.
71e61e1a663d74cc0b680bbd603962794f4c42b5_6, Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,,,,
0112a7a6a3a51fdb5b27b327f292f1b2c0a0b9e0_3, Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,,,,,
92e7cc972f864132e6759ffffab44703a800e3b7_7, Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9_XX,Prasino-Clade-9_XXX,Prasino-Clade-9_XXX_sp.,Prasino-Clade-9_XXX_sp.
e0cb5807aff6948d4be3ca741c3581bac41e2fbe_7, Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,Prasino-Clade-9-B_X_sp.
e178ccd4b82a04ee6219522e968c1636d81fff06_3, Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9-B,Prasino-Clade-9-B_X,Prasino-Clade-9-B_X_sp.,Prasino-Clade-9-B_X_sp.
e2eb869a8ea4eafa9e8a333896b16feac33312a7_16, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,Halosphaera_sp.
347ba2c7df9a56eb65e6a18cfe172c4a36b91aac_13, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,Halosphaera_sp.
d68bd9f1296512224b4bc5ee8352f4200a383eb0_7, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,Halosphaera_sp.
10dced3ec071dfffa0c1b5166275e12b6dbd9b57_4, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,Halosphaera_sp.
cd48577d71ecd931010b5efee9fb1327627553e6_8, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,Pyramimonas
9387be8aa75cfc4d056311bded988eb96b57f518_3, Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,,,
e95f83453fe6601ed1d6d4d9de6364241d2e2e26_6, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
441a623de837084422eaf20bbc5e8ca47a31ac21_5, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
a433f728b040f3c8c0f50c610de81dce2a59a1d6_3, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
4b845710011de5defec61a37b8cdfb60c884c49a_13, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
53b712fc620f65d943a016aea22516c6a65fd729_29, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
0350aaf089b4fe3994fbe965e1cdad1163346cae_5, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
dba25d7c0eda7c8f5ff206ae7c65cc98e5920062_3, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
7429e8a442e3dc8a938ea74d100f4851d32035f0_6, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
a20624e6fdd4c0ffb10515eb0975ed5a208b857e_29, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
88606e16a35e3c68eca1ba607e21461781a7031f_5, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
e40aba75ed4f8df2da55739913c3de56de031506_4, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
19ae00531dcfcdf0daab202947398f026e8c481e_10, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
91eaf360bc400f15817a09f66ae2ee31144c856b_3, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
27cefe1149fe9904c651140a34e15ced4ca94108_3, Eukaryota,Archaeplastida,Chlorophyta,,,,,,
3b99b7cf865e208e31c6b66ba19618eb44d5ea5e_7, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Acanthoecidae_Group_G,Acanthoecidae_Group_G_X,Acanthoecidae_Group_G_X_sp.,Acanthoecidae_Group_G_X_sp.
49348d2578acd70dce0c24cf99d30d05514853ea_8, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Monosiga,Monosiga_ovata,Monosiga_ovata
b66ad867782e31aab050d2434f4a87bddeb7cade_6, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_A,,,Monosigidae_Group_A
01a82dd99dcb4c5063a98ffb01edcc34b38839a5_9, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_B,Monosigidae_Group_B_X,Monosigidae_Group_B_X_sp.,Monosigidae_Group_B_X_sp.
1e790ed8f6adeee208f85c0416c699a37d978013_7, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
1c32c6b972b15d05b70cb282d20c2e06de97294d_125, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
20e76832478f5b5234c8863a0b971fe5ee9adaa3_5, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
910037a5166e2fa353006b815c4329add4a86624_18, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
311429906a08ddd2dc8223b047d2dfc73b6c1071_6, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
83ecab94dd6b0b8acfc8f19d000fdb7b9c5acec8_94, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
89ba35c195c8322320ab5ff531d8a33d2bcf4e4f_10, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
3be9d06e1b878af5b71f479f86d0869fb8015050_15, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
0f67a3a26785f17a9871a60bc443cd7aaa480e4c_10, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
f4aa0d60c90d6278f5fa6fa4b1c78111f8946a4f_9, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
7b29426fcd6604f7fc54d9ba1e1fa0bce38f8470_40, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
6ff72228fc8e26a6d622ad8eb57ce58dca424c1a_18, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
31af53615dc7976fdf8aa89f81bea1e575cfcda8_3, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,Stephanoecidae_Group_D_X_sp.
6a576f9fcd48343d4c33b0a58c2b62ec3f50f482_27, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_E,Stephanoecidae_Group_E_X,Stephanoecidae_Group_E_X_sp.,Stephanoecidae_Group_E_X_sp.
87b4ec33ce3ee1990feae08eac0b3abfd947b1d2_29, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_E,Stephanoecidae_Group_E_X,Stephanoecidae_Group_E_X_sp.,Stephanoecidae_Group_E_X_sp.
195914ab29c875029fa296adf8e822694a1cc7f0_77, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_E,Stephanoecidae_Group_E_X,Stephanoecidae_Group_E_X_sp.,Stephanoecidae_Group_E_X_sp.
dcdfd3fba8847505a5ff827e55c31000c5263765_45, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_E,Stephanoecidae_Group_E_X,Stephanoecidae_Group_E_X_sp.,Stephanoecidae_Group_E_X_sp.
0f3e8101fb86a2f71e2bae84a6742ae4c14ad180_18, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
91023a1a7ae0b2458fe01e0d5e9d68388dd36341_55, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
13ddcd9e0328123a015455d1e3e1a5b9c53cd8eb_4, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
8ee961a275b4f69d776e10b361685a109afebbfa_5, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
2a25662491ba00aa6caadf24d765a756135ad2a7_5, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
51e0b71fce8a9f2044484f9278b5818b311c8933_4, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
104fbb3b537b4d8d321bb770a71d55f0fc4c8f51_8, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,Stephanoecidae_Group_H_X_sp.
73ae46675d3201dce6cddca1d189868e914439be_13, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_I,Stephanoecidae_Group_I_X,Stephanoecidae_Group_I_X_sp.,Stephanoecidae_Group_I_X_sp.
3885cc54a0e4f3d3f7bb819a98e9d90aeb07594a_42, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_I,,,
9573bc8281cc73148cb3a68f3589f845eca5b02c_4, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,,,,
d6fcacc045b2ae18e3bb220e199ccacb54c144dd_4, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,,,,,
1f6ff56fd002a9944250d7b1b79422cafb6fc56f_18, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,,,,,
ccd34e1ee861e5ed149fe37b3a51582dc2b12f49_8, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,,,,
6ba77b1366d93f5b8bbd059342bbbba843f4ddda_9, Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,,,,
c68fac2562c09f85aa0b200114a9aacde33e05db_46, Eukaryota,Opisthokonta,Choanoflagellida,,,,,,
c10b81a2f84117d9ec2abccf47010cab1adae12d_15, Eukaryota,Opisthokonta,Choanoflagellida,,,,,,
e8c1970c9b5053bdadde072cf173b708e60c8387_4, Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_sp.,Mesodinium_sp.
8096d5574a3ef804afdd0c3e970dcb9a48709159_11, Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,,Mesodinium
2e84481bbc1d083d183b3624f4f61dfb6a6bf285_3, Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Protocruziidae,Protocruzia,Protocruzia_sp.,Protocruzia_sp.
4852369bc6cfefd16882f64bf8bf0cce98f4be90_37, Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Protocruziidae,Protocruzia,Protocruzia_sp.,Protocruzia_sp.
95ad41ef83dbac81995963d7a8591521f325b7fb_4, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,Askenasia_sp.
29b6350d0c7b1001a0cb83fda061656b7b9c1edf_3, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,Askenasia_sp.
a1592c68f26ec8eeaa306de4966bc86350216704_8, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,Askenasia_sp.
7776a6434b4a4c0a5aeef40419b2d555b1ec44fe_4, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,Askenasia_sp.
725c701ef269b5f102663729e083c42984abcb00_9, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,CONThreeP_XXX,CONThreeP_XXX_sp.,CONThreeP_XXX_sp.
bedc5b6e99933f7b20529112cf1d46564b5b3ff4_29, Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,CONThreeP_XXX,CONThreeP_XXX_sp.,CONThreeP_XXX_sp.
2f271f8f505760532f99ecbf13299d0c16e4666d_4, Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,Peritromus_sp.,Peritromus_sp.
dfbcb84b4c9e0e05cd59fc4bbb4e76775ca1e558_18, Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,Peritromus_sp.,Peritromus_sp.
370dd46f28c41c7a49072e986a03d2987fd4c7b8_33, Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,,Peritromus
673d6988db1126155ed0e0a4d9ce37432a29d4eb_7, Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,,Peritromus
9803d1366c8e8bb13791e36f07eb153a125d4fde_131, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
2beba0e33a029589340062590d3c65cd74268b74_13, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
f76ced9fc20530e7f15b7f99f00791ff1f9d0291_37, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
b4f57dd9442d13a5f251c8687ff95d01b9d95cf9_41, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
168fa6c1796a9b6b6dfcf5b087009229924046ba_50, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
82d829d5a5fe7737c01f1ab297c2c1b545145ae5_22, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
c65bf49f6317b82eabd5e9621ae4cb232106ccc9_17, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
540a9a5ac96471ad86f93587b836dbed5a5e4af6_91, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
e17638f2c36208ff4a4a4600879ca226ae0b9eea_61, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
d83df5af550b7b39ae93403a5e902cfe053f0034_9, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
9388b7123caaff9a9048e0893607340baadf6b92_5, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
e80fcd6046d8b42d3bdc4e4c45339d20b6ef80ed_12, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
f98350f398b35060759184daf8cf40c18cc3fa7c_17, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
9490d381bbec3d75b0a032021b3a1115d0b1ffd7_15, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
187b6b7b096370b0cf3f9dc4c865607aa99f1009_22, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
8764e2f0f063bcf6e579288735dfb1ec14c6e245_3, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
531e2ca70bdf9b90b65ab9029a9f43d7dee2cd9b_5, Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,NASSO_1_sp.
