"","X1_050_06.y","X1_090_07.y","X1_120_01.y","X1_200_02.y","X1_300_04.y","X1_400_05.y","X1_600_03.y","X3_040_07.y","X3_060_01.y","X3_080_02.y","X3_120_06.y","X3_150_07.y","X3_200_01.y","X3_250_02.y","X3_300_01.y","X3_400_02.y","X3_500_04.y","X3_550_05.y","X3_600_03.y","X3_800_03.y","X5_020_06.y","X5_050_07.y","X5_080_01.y","X5_120_02.y","X5_200_04.y","X5_300_05.y","X5_400_03.y","X5_500_05.y","X5_600_03.y","X6_040_06.y","X6_080_07.y","X6_200_01.y","X8_040_06.y","X8_070_07.y","X8_200_01.y","X9_040_06.y","X9_070_07.y","X9_380_01.y","X12_040_06.y","X12_120_07.y","X12_300_01.y","X12_1900_03.y"
"K00001",15.729525,18.6658879,12.3624665,37.02944,1.639559,2.439795,0,16.764492,3.3712963,4.894346,13.0559466,23.075634,0,23.901248,16.893629,14.573215,31.60916,0,2.078523,2.193732,2.851665,1.31082,9.5469698,1.8493257,6.934401,13.491892,11.16241,47.936156,10.575143,6.1816085,6.6245229,12.377303,4.74676,8.4701791,12.41853,8.740543,7.401691,5.485798,21.8292247,17.294899,8.733753,0
"K00002",7.392607,2.700791,5.057053,0,24.79684,0,0,0,1.084839,0,3.065296,2.497451,9.378882,0,3.639509,2.88533,12.19643,0,8.587183,0,0,0,0,8.767252,6.855991,0,9.969033,14.95534,0,0,3.164779,0,1.178028,2.780276,3.238066,0,4.390917,5.966306,0,0,8.772891,15.17684
"K00006",59.370565688,48.047872607,47.273453806,1.826964191,0,3.448099491,5.25532,26.912354437,31.19990943,48.753408605,13.689729105,50.036671064,66.879942736,9.592601427,51.1044882,26.5051578,5.989397,9.936282,10.50396,0,134.554515269,130.721077443,114.884168379,67.433851344,61.466848983,24.562750013,59.20009974,10.325406317,6.2920167,134.661699864,70.959514449,53.23449743,81.747491138,65.945809742,33.152630616,91.413246762,97.528833264,81.746020412,68.578011666,70.602253478,3.635074697,5.386597
"K00008",4.562104,12.50028,11.70298,0,1.639559,0,0,2.58452,4.518941,11.11631,0,6.935488,0,1.47144,0,0,0,0,0,0,16.06463,4.517016,1.903233,15.55496,0,0,3.460534,1.977684,0,3.002749,7.323896,9.648224,20.71897,10.29454,2.997399,3.092366,0,0,6.982085,1.354571,0.8120852,0
"K00012",207.441286097,157.899087988,108.878790196,112.933833696,83.728782712,67.216458572,44.114136525,143.941000143,153.229665528,63.660417224,105.868876072,171.99565084,94.938606486,137.2235255,129.635935841,134.307998083,135.714663175,121.306170318,34.633070273,251.283068601,93.330908807,102.625800362,102.143794589,82.004622399,157.389997205,125.770663554,105.08153578,98.537498517,56.321995907,60.606068965,41.33920971,55.317048841,54.591585967,57.766026566,109.945905181,84.314789097,58.362071039,58.25687767,339.785250518,106.088653553,139.377105704,206.479549261
"K00013",44.790351752,20.806321326,32.454621,32.621166457,3.5025025,0,5.889321905,76.983478734,71.173655413,66.061564863,34.002668364,5.154881063,13.343844,0,1.295098,1.598747,3.0771315,4.006163,1.527849,1.322006,40.771698652,59.357739151,68.703288845,78.234875714,50.463454912,21.01928938,13.214305062,6.6695006,2.068375697,36.853752542,47.209612593,17.9107984,39.108382479,45.325812054,37.927441867,51.406062635,19.454899458,22.869880068,85.186911029,24.613554334,6.734353,81.27269
"K00020",1.67541299,0.918134782,12.845419125,0,2.408483824,0,0,5.848443335,4.425497696,5.443223427,4.707277005,10.18811209,0,2.236438248,0,5.953207373,5.528239532,0,2.919215918,0,10.386353263,0,2.828117738,0.993476835,1.16534827,5.121279874,5.083464514,0,4.357568275,7.428086506,2.868980433,0,5.606595261,2.868226699,1.138934786,6.344523234,3.980516738,6.760826425,2.9304461,0,5.964695273,0
"K00025",0,0.6423756,3.207483,0,0,0,8.124755,0,0,0,1.458144,3.56407,0,0,10.38777,9.607748,0,0,0,0,0,0,0.6520337,0.6950888,13.86077,0,10.66998,11.17941,5.893308,0,0,0,0,1.322562,2.310495,0,0,0,0,0,2.503929,0
"K00026",428.91472783,355.3284333,246.900267883,349.735844868,258.897795467,149.926246388,113.149411449,449.924166586,326.238162608,214.618448972,271.579918971,164.905393666,236.517314025,272.914108803,218.267358613,314.532307905,262.046881581,272.266339689,213.83090113,167.073634672,240.525942675,282.488225599,261.345430555,217.161120802,369.087378653,403.945500405,413.505453001,377.950796055,375.985568966,219.833252386,172.468344101,184.85941121,185.0921245,194.17239303,143.228027487,225.931893093,150.345508738,143.388142487,452.33919172,305.992974301,271.189841774,180.79388819
"K00027",0,2.692208802,5.716305539,0,1.128626722,0,0,6.118829539,13.476665131,23.25192741,1.464926368,18.143903025,14.04652374,0,7.365788073,0,0,0,0,0,10.08867755,14.34115312,6.50742531,0,7.537611932,2.108840934,0,1.448996539,0,3.554492745,3.577348746,1.328313565,5.59271755,2.82844928,9.343363106,4.531387846,33.35914605,35.5550642,1.46159626,7.833718755,0,0
"K00028",2.312299,0,1.581772,0,0,0,0,1.746616,4.580845,1.252066,5.752679,2.343498,0,0,0,0,0,0,0,0,2.326385,0,4.501712,4.113402,0,0,1.169313,0,0,0.5073138,2.96969,0,1.658115,3.913334,1.51923,1.567364,0.6867073,0.9330867,4.044417,0,1.646419,0
"K00029",89.6782025,78.227181891,93.389741513,0,6.782585417,22.851259255,1.75407,36.690340493,55.870017466,60.674699634,62.34431355,28.7047254,48.07205479,52.663350753,34.68392095,6.447411473,1.670075,1.528259,0,0,31.168481382,47.066944171,59.157082595,73.493610283,37.902826391,11.878319404,11.199213402,1.452592,3.763214,60.248997913,119.45251586,76.90424,74.017296139,78.585946809,81.497946044,52.934792815,42.455804943,43.579508158,39.494057551,56.753194011,3.621422525,0
"K00031",685.486138603,561.644891171,477.199398694,511.528747148,222.125965273,267.53354963,59.149995234,619.500166226,573.798588198,472.529789401,419.112183835,452.387976569,303.654002588,249.395119901,275.453301777,287.911192857,275.206894163,133.199949283,477.95716056,192.656511533,560.111082064,585.410879075,482.262179877,487.305329999,308.678811018,261.365503506,232.950706378,261.269459396,253.009692904,589.4803392,564.805476249,393.353082446,541.504399843,492.097915786,485.586571992,557.146485848,292.017885865,322.444696156,604.071456884,488.539420043,194.833929756,43.695708
"K00033",41.452199431,66.897705331,44.443396955,20.1774147,71.508956292,29.307321693,77.38062,33.631490472,40.035191517,25.004524116,71.372262656,126.624838399,87.692481768,74.467551722,103.67202596,110.844207662,169.577090402,88.127010044,161.848158903,34.391431,29.002976174,40.993008094,44.475207336,55.466299154,138.19266081,115.825101819,85.155046477,75.859889826,60.985257616,41.059886157,49.147763514,81.66863851,62.490987612,38.986148247,85.108815158,41.745606165,42.141751739,46.452378998,50.070259993,47.873717773,94.472712554,0
"K00034",1.364023,0,0.9330858,0,0,0,0,0,2.636965,2.954369,0,2.764855,0,0,1.007299,0,2.250384,0,0,0,15.526576,14.040419,7.279411,2.426492,0,3.477998,2.759106,0,0,16.75878,19.337689,12.910173,23.975765,5.687539,38.84798,19.764702,3.240704,2.201708,0,3.556985,0,0
"K00036",7.8882268,32.010960462,15.02842996,1.632481,30.547486255,46.93831983,10.058135,22.036565645,29.078533294,43.889236491,39.919294248,57.62531959,45.91156209,59.44068119,41.138633482,50.320745125,25.092603415,110.308091891,235.149684,34.632773,16.439732685,15.599303601,25.353993816,17.2146252,36.036754287,38.038955404,27.978881746,20.444755464,32.808601656,22.110817971,11.05108322,52.593861561,20.861962958,18.213749142,71.709717922,30.59821877,50.902020796,64.893844861,34.61934554,31.86250669,36.131802,26.82873
"K00045",44.578341,15.6634867,34.919864246,63.84984,5.921684,0,0,17.774949,13.565694,2.49961826,2.4392242,2.814853,0,5.315008,0,5.635067,1.3171132,0.7909907,0,2.778883,22.957616579,29.459467245,35.066553284,22.1131667,0,2.735965022,2.8090014,0,2.114982,10.196524201,7.10228369,11.213865725,7.914949149,9.125945687,1.7026881,5.154883622,7.245091,8.104792682,36.799876,11.693675,1.4003598,0
"K00052",2.64781,0.483671,4.22633,0,0,0,0,0,5.051238,7.646602,0,0,0,3.41605,0,0,0,0,0,0,0,0,0,1.046722,0.6139024,0,0,0.7652217,0,0,1.889214,0,1.265803,0,0,0.5982617,1.572694,0.7123171,0,0.5241218,0,0
"K00053",57.304879855,48.350923345,29.688066009,66.968981389,25.231046701,16.184379155,4.96956332,61.041914948,43.630728332,22.964142493,18.521352636,67.240893424,61.010058808,93.623127037,52.82592807,66.077717941,23.159041407,26.762096742,12.217230416,25.838189163,44.986454712,48.057515579,20.175080832,52.414143054,81.208191984,80.764221575,31.969054443,28.290842338,74.972156777,36.951580028,27.731890528,28.68694727,27.087909851,34.420410761,43.87681221,82.789568119,52.675909635,76.916288864,57.43055877,47.824812958,51.858465009,0
"K00057",0,0,0,0,0,0,0,0,0.544406463,0,11.5369659,11.27969553,10.58989163,0,0,0,1.020091818,0,0,0,4.147156828,1.632523489,4.127158282,13.19904937,0,10.79525716,0,0,0,6.51145656,2.646975995,6.276646517,2.955858046,6.976150849,0,12.57335639,0,0,0,0,0.880502635,0
"K00058",449.693869714,463.664089399,352.27590652,162.371751492,242.050241306,217.167684556,184.509849225,497.882695845,483.417373496,377.322767322,368.737437888,491.420131119,748.716745578,611.021932594,554.150921981,371.551845152,350.3740429,215.294839628,319.771232475,303.756254303,458.233158137,468.612976371,480.833866893,519.336827745,656.753724018,478.719635101,403.312443481,440.533077308,357.833280454,562.975739084,626.141060396,490.63971812,477.266259739,466.773615521,560.260332098,506.680420134,594.096499803,704.831103871,636.719675359,398.412954087,317.79834843,28.42624054
"K00060",0,0,0,0,0,0,130.6181,0.8134161,0,0,0,0,0,0,0,0,1.776619,0,0,0,0,0,0,0,0.7490197,0,0,0,0,0,0,0,0,0,0,0.7299365,5.1169,6.083666,0,0,0,0
"K00064",6.289912203,17.950453422,6.571792062,23.05689,18.86319679,17.309175801,1.366781,17.036943207,14.245492162,5.498920674,9.344365473,1.37548,8.633322522,14.562513,28.754004243,13.870867105,40.37262976,0,6.061923032,0,12.16822,1.041306,6.089915244,4.402759269,9.2312167,17.139279,13.857200874,36.98393036,5.684043733,9.520605955,2.593837569,4.309558,2.305453046,1.334922,2.731682248,14.492024,22.070240358,19.993227706,30.189794,8.832535043,15.97090744,0
"K00065",0,0,0,0,0,8.499417,0,0,0,0,0,2.981706,2.099521,0,0,0,0,0,0,0,0,3.398423,0,0,0,0,0,0,0,0.6454712,3.14869,12.4439,2.109671,0,0.4832408,2.991308,0.8737191,0,0,0,0,0
"K00074",9.455355632,31.72634327,3.974849291,0,0,4.476457391,0,4.887819647,1.023221785,0,3.613989317,0,0,0,0,0,0,0,0,0,5.287953678,7.77544954,1.292844763,8.214415776,0,0,4.701402637,1.580012421,1.168518309,11.687864956,5.970047063,3.083264956,11.098431617,15.540404527,6.48130747,14.501217879,0,0,3.406952191,11.676899548,0.648791416,0
"K00077",10.862304711,35.896232021,41.739137847,0,0,18.311111411,26.216767812,6.021329734,17.562433447,1.757707565,6.893452034,0.9624494,1.2797877,35.408956665,21.754561522,27.103692572,47.62133281,22.60978381,13.390152,55.81725818,10.222633582,3.0714658,0,7.05647745,21.921725838,10.913257215,18.965582335,11.699917253,19.62724316,5.988872622,5.846547775,0,7.155149474,4.723594302,4.3321201,11.575078627,9.356761801,18.17109012,16.818093811,6.757205181,17.858766176,0
"K00078",0,0,0,0,0,0,0,8.750204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.17127,0
"K00088",162.123952,174.908851796,170.001775511,71.993769479,65.86789495,65.76468369,21.233596172,136.039032378,182.676205256,140.1924854,72.318955856,117.234034542,154.87169878,95.802752,84.99807612,18.091997263,28.840071,2.637927944,12.246856,3.514689,84.99246582,78.010339979,145.163196088,130.407054834,110.470900671,63.734055363,57.263334022,46.742083696,67.985052142,153.510671612,133.091701634,217.437834284,143.151181759,159.451494682,258.623202031,157.814466136,218.206267568,197.202670266,104.317992759,134.459696062,48.32037691,0
"K00100",2.464202,1.350395,1.685684,5.540902,13.31272917,24.3218991,49.59950263,1.861357,2.169678,0,0,21.686097603,16.76387519,12.954524463,24.01985383,15.484364384,29.86248842,2.132321484,64.54306316,8.151273888,0,8.132827,1.370699,1.461209,16.31076028,11.100425285,20.975987419,10.21885839,25.39560364,0,1.054926,0,7.068169,4.170414,3.831577135,0,25.63740664,10.142224509,10.77527,0,22.17944419,0
"K00101",52.363558732,32.73823709,33.131190749,21.668276,12.508649818,2.238229,3.136635,37.597032815,49.625758548,87.329853933,51.283860565,100.952777988,35.775344166,11.837691834,12.480238322,3.814363,11.183405,0,2.232341584,2.594175,88.536735467,102.502245472,67.462458367,105.2818548,42.719561284,45.432629594,23.520896772,14.758892464,10.151234579,83.26713303,84.411344962,57.194212466,62.452994523,58.375120384,83.551859473,88.125558253,49.104057194,66.973599333,55.005497491,25.159882601,19.9433834,5.071284
"K00106",24.5295479,3.077861451,9.590064457,6.312712,15.194658408,19.849690004,25.834857353,26.537771286,13.605755094,21.017036,10.7059133,27.941875,12.950685643,13.65327454,44.838325895,27.519092527,12.921731461,5.896971827,3.868112932,91.900184216,6.797895369,21.767248112,8.726592774,5.9259493,6.180420225,13.221335213,13.771487913,11.926907294,15.795553925,21.341625,6.7209291,36.57338,18.085543928,6.7620437,21.686569477,24.1121436,42.044718216,41.913863965,14.982438753,18.626114,5.398490714,0
"K00107",0,0,0,0,5.029114,0,0,0,0,0,2.175884,5.318406,6.657548,13.5403,3.875229,8.192543,24.52977,0,0,30.48492,0,0,0,1.037231,8.516703,7.047681,5.307348,15.16566,31.65898,0,0,0,0,0,2.298524,0,0,2.823433,0,0,13.70026,0
"K00108",0,1.797563667,0,0,40.90822464,4.673534131,8.408084742,0,1.516561,0,14.206724,3.491334,8.522341,36.326757156,15.29404288,38.97309567,41.372988519,35.89817122,82.44621128,16.342906492,0,0,0.3832361,1.634168,20.656648376,9.776307669,4.518933,54.808761319,30.606895716,0,0.495797219,0,0.329367,0,7.138133997,0,4.224176611,3.070479129,0,0,37.76408723,0
"K00111",21.015883814,45.030592588,36.216983001,26.99035,0,1.79367,0,34.5569968,72.138131129,68.446144865,25.198169478,24.964436111,35.7821724,21.658443,27.019429986,3.183545,14.9728447,13.495992866,0,7.213596,107.53099721,115.326564927,106.98737841,50.41181945,30.332488,31.5754,38.1499017,5.336125,11.189725411,86.02265863,85.76090016,13.28296523,95.25622601,51.566982169,26.801202,91.9031748,30.138492116,23.915797743,56.611042994,73.56927569,3.1866096,0
"K00116",73.41923298,50.688579343,47.43699948,98.45136068,20.778462214,35.17517651,31.37113239,61.096960057,108.700752482,27.638280531,34.437177878,31.547289892,26.777801463,36.35588628,12.876480371,38.29107696,19.959180689,33.257138364,16.508770103,43.75735994,78.617183677,71.575023412,110.522771465,61.017457802,45.462399012,42.579376957,62.726967496,33.665570203,28.85608896,53.836581338,50.408085573,55.291318391,57.877168839,61.33833103,78.302616762,57.07628064,21.584610955,24.715301015,68.530317149,48.020954266,26.40198918,58.6922413
"K00121",64.53419769,50.422059941,30.431977953,28.98572,55.18311378,35.35807649,6.089812568,34.738591901,18.115586149,33.124903909,16.490223587,57.928296125,94.8790215,46.83399535,50.506238052,23.248763038,23.012042843,0,16.4852,46.94613739,22.625426722,40.62566237,42.908683993,24.115928129,47.85758386,34.21027169,13.387865218,18.981551516,56.655138398,40.2494708,34.756437699,24.25389068,41.823511539,26.978521133,35.36735279,36.401819714,49.75895507,42.742164114,47.610316466,32.644114253,49.556882624,15.684438963
"K00122",24.754495,18.5395678,37.9465223,0,47.753958,24.583866,24.33714,15.377095,22.693261,17.809905,14.622647,36.1372035,23.493522,26.306518,29.7405332,15.9924181,14.8434621,10.422238,113.82955,5.140751,4.7915011,36.883758,14.374492,15.7145767,18.8411692,20.4392549,16.228228,26.2628151,25.300918,11.09409,11.232576,8.3519859,6.9865462,10.393733,27.025409,11.4249901,14.1521875,16.1543968,21.0740934,11.2186486,19.5476997,0
"K00128",361.507211081,258.137047639,281.472527001,176.08941,335.562845825,289.885535603,329.172132264,277.799468792,358.445153579,133.023138862,197.889590298,159.770885987,316.841943666,255.419461028,169.316213777,298.902069617,328.896128958,261.836718078,40.259213953,403.426582894,77.832723313,156.352401077,169.782204554,189.857286266,244.464387139,243.091193255,263.91398505,242.015096418,360.749186269,144.486241028,157.51394659,112.867809359,191.207149625,176.572454029,161.567305228,210.547641479,219.943870884,214.547732387,388.004509313,293.468577983,277.601957688,39.13838
"K00130",7.266734547,9.17109144,6.170151179,0,9.27877,8.132905,142.47203,11.848907008,21.020960559,23.149863027,14.108104586,10.9899766,15.11467814,32.013148903,45.023565,12.082701,23.181034,3.518769,121.0333,7.563083,8.77160533,9.415805231,15.201677892,15.693010536,19.180249858,29.0584067,14.449641,28.998032,31.539229,15.657447848,33.0233382,3.915061167,30.636662565,11.471444589,10.872756,28.408501651,16.050296,5.4486177,14.982255153,1.773471797,14.4889714,0
"K00131",0,5.29617,1.614956,0,0,3.419599,0,1.188839,1.385762,0,0.489447,2.392663,2.4381946,8.642341,6.258036,0,0,0,0,0,7.5247183,0.6525314,3.950456,5.372088,3.845148,0,0,0,0,1.2128631,3.126695,0,8.969867,0,0,0,0.4674092,0,7.251908,4.924216,0,0
"K00133",104.83035369,88.730024204,89.812946962,18.307505753,21.044756596,0,2.02416,76.822727691,68.305773816,114.732832718,82.967269166,37.240712939,28.24966975,9.09390708,7.171918515,4.103358,0,0,24.65436396,6.562918512,71.384155922,47.090049033,77.146635638,60.580064596,6.464516878,32.118654937,1.792332633,21.715333117,3.814203686,124.398926609,97.836140712,34.770246853,95.691859532,98.391243257,27.61701663,54.882233054,27.60806617,21.762071752,103.956213655,137.813157178,7.570936047,7.846137486
"K00134",1189.814576009,1420.798660845,923.016788863,1185.581051299,472.02374402,324.371271873,546.848813695,1189.02724586,1121.171387449,1166.755654658,1025.379528409,2301.72631423,1473.030385819,1142.966460228,884.924707666,795.645783455,607.178911332,596.218896994,449.324014273,611.631713155,2093.387730524,2258.84985517,1844.780535148,1691.164706552,1582.310568747,1680.150248569,1037.304572573,493.979528682,435.380615837,1494.899335612,1522.604295038,2529.629531727,1493.657534975,1082.823576011,2832.087761851,1637.135770532,1477.072032926,1354.590533303,1263.56081667,1141.137272626,481.439438395,788.522483491
"K00135",11.616791182,20.608383164,12.796893412,98.334755988,16.251156007,37.30759494,0,26.58839,11.112,9.246926,16.522936815,10.359962876,13.847397,8.262700872,13.37275667,0,6.581548592,6.392979,4.397922,25.04720942,9.364416,13.868961,8.194770448,8.293350041,8.075299769,9.470000368,33.6952389,13.45734717,16.78128595,4.9191215,19.601079832,17.45409825,6.674424,8.4600883,2.3904121,23.855692565,12.873911627,12.273296091,40.061395,14.110839,61.306649638,0
"K00147",0,0,0,0,0,0,0,0,0,0.6677684,0,4.999463,0,0,0,0,0,0.7808775,0,0,1.654318,1.221038,1.37195,9.140894,1.286672,1.242194,6.236335,0,0,3.246808,4.487531,3.129725,0.8843279,0,4.861535,6.687418,2.197463,3.98117,0,0.7323345,0,0
"K00148",0,0.9002635,1.12379,0,11.80802,15.82008,0,3.722714,1.446452,0,2.043531,1.664967,14.06832,23.31392,12.1317,30.77685,23.03769,4.16088,14.31197,12.72471,0,0,0.913799,4.870695,9.141321,6.61899,14.95355,25.63772,9.911082,0,0,2.77944,0,0,17.26969,0,2.927278,3.977537,0,0,5.848594,0
"K00150",200.10421456,232.769796122,148.19340252,132.639909,11.47639063,14.152530568,3.92388043,256.69263156,281.10793958,187.832441,80.423699398,111.450102546,188.787666131,81.5095733,7.984690899,21.167838559,9.5666802,2.056824021,0,1.339615,258.580118088,289.530203101,246.806279968,391.95222167,248.452551644,189.515836164,26.152983163,12.417037928,11.724862359,180.902018846,171.30666608,63.370888503,206.510352004,171.081674454,157.934968243,185.075825321,115.03803147,111.594051521,137.658917821,181.00813441,5.7674236,19.61534371
"K00154",5.626595,2.6116877,12.882588,0,9.6579,6.469706,0,1.062525,9.529246,0,7.678109,25.89537,6.692223,4.333795,25.674833,19.66618,5.091705,23.051547,0,0,4.506164,9.284977,0,2.50232,13.639284,17.31269,6.794813,7.790699,18.302684,0.6172318,1.204374,1.189948,0,8.243311,9.7523591,0.9534795,13.318022,4.981569,15.441471,3.66543,21.361882,0
"K00158",0,0,2.96392,0,1.038095,0,11.360588,0,0,0,4.5032291,11.767816,11.735276,22.433232,18.805137,8.522232,18.4820832,0,119.10359,0,0,0,0,2.5805074,8.102704,20.54552,20.027347,8.930208,14.044692,0,0.6182883,9.806301,0,0,2.846728,0,2.1558833,1.7637687,0,0,15.046559,0
"K00163",0.7468932,1.8921275,0.9576164,17.15488,0,0,54.474429,7.6967997,3.956392,0,12.069994,14.192101,5.444521,0.9635981,1.103126,0,8.166717,13.79131,48.29975,155.2854,5.7274256,6.9521683,21.356954,22.803601,28.0262788,1.504649,1.510794,0.6475604,0,12.812991,4.353979,0,4.1883412,8.8886293,1.7778087,7.591147,28.343717,17.4395608,10.5792886,2.8259095,0,0
"K00164",15.10561336,3.254435437,10.600162001,0,41.223561047,74.01319726,40.94137196,27.158757408,12.833019663,33.407637957,13.722536034,22.26705244,21.288330326,29.11270213,4.180995903,15.490518217,16.818790517,4.084187166,2.720406583,62.392087128,34.085479757,41.711278213,40.857917631,38.823551901,34.850787463,10.600118959,25.12206162,13.647296736,20.449182587,22.09630226,17.637442929,8.040679862,27.237445666,23.100889316,4.041114604,16.932171552,8.512195849,14.152489055,33.917281353,11.908922336,9.871443316,0
"K00167",0,0,0,0,0,0,0,6.589301,3.072309,3.778844,2.170261,10.60933,1.660086,0,1.288405,0,0,0,0,0,3.510616,4.6065,1.940937,5.172754,0,0,0,3.025295,0,1.531118,10.45658,8.855424,7.506505,2.952696,2.292584,5.913051,6.217629,2.816138,0,2.072109,0,0
"K00208",18.923237,11.293716621,13.4887869,0,0,0,0,7.65080179,13.100088082,6.469108992,13.302818907,5.18936245,15.5411379,2.644655,0,1.47772,0,0,0,13.53047,7.1439009,19.302839927,6.4276414,25.47396396,14.69433593,14.461977957,0,1.672556005,0.7921927,17.568653,18.7608324,22.7670897,15.86931742,15.159313,7.8491402,22.031334,41.329634327,35.35010997,8.717616683,10.396911,0,0
"K00215",17.020413,0,0.8814456,77.85678,0,0,3.749887,0.8963302,5.224006,6.198828,10.3533818,6.579822,6.130281,13.29913,3.196236,0,17.728961,16.31796,0,4.190591,6.363632,5.851908,5.82414,2.11092,17.828935,16.0051887,1.303204,0,3.886884,1.899175,5.55865,0,7.274579,5.961198,18.156389,6.849181,20.693556,4.870668,2.253759,4.224787,0,0
"K00218",0,0,6.400747,0,0,0,0,0.612995,0,1.327053,0.5047423,0,6.177437,0,0,0,0,0,0,0,2.732439,12.395314,13.117866,6.5012104,6.773587,14.71373,0,8.443191,0,0,1.049182,0,3.879564,0.6912846,7.997868,2.200337,16.957156,11.173462,2.143321,0,0,0
"K00222",19.781000586,5.347045628,3.537971813,7.732804,19.43058047,0,3.972716,19.04968,0,0,4.460309308,0,2.460589728,0,12.75768318,15.139571462,16.62597411,11.61373,0,0,3.272242664,4.540023,5.901931905,7.6670863,9.790834483,6.373258237,21.8404712,3.74452837,7.237837285,21.17349556,7.635348287,1.939473,1.096026,6.79778281,0.945874412,8.746134585,2.565269049,3.012212897,21.61298514,5.129464479,3.075188309,0
"K00228",1.667139,0,0.5702191,3.74866,0,0,0,3.777866,7.503331327,2.708172,0,0,0,0,1.231143,0,0,0,0,0,1.118196,9.599538919,4.980316217,13.36577799,30.9911654,3.83587818,0,0,0.8381594,6.435271219,0,1.410308,2.390961,4.876695185,2.59658153,1.13005,0,0,0.999128408,4.143458709,0,0
"K00232",16.87979,3.372748,6.735713,3.162932,4.171715,3.726106,0,0,0,3.046693,24.228593,0,0.9204204,1.247984,2.143035,3.912315,10.44319,0,0,1.873158,0,0,1.564881,1.668213,3.302474,5.846142,0,1.677348,0.9726492,0.6172318,2.408748,0,0,0.7935372,0,0,0.5745517,1.135255,2.460354,0.835319,4.6950469,0
"K00234",88.674377435,91.911098856,82.310793789,49.827561,34.689469572,49.956637761,3.674650901,93.489659156,80.777465112,48.053173896,50.172008022,16.064065348,33.375957485,42.667758463,34.217903694,49.662756708,63.743453506,8.906885,14.326525945,96.440035732,80.180145934,46.227152801,52.153765697,30.323699307,58.919894748,56.944246255,44.463677459,31.863134795,35.792059762,57.871975724,38.955040301,8.761521146,65.160281521,30.415066767,29.38422305,52.992941864,71.867962806,64.149279043,132.853619384,53.944967429,49.991237533,0
"K00239",31.744811,18.3544755,12.6034194,7.134702,5.567175,9.211336,19.157846,31.315222,18.965014,29.9153983,8.582653,13.5896118,8.6787862,3.491353,2.015955,3.222838,6.9477791,6.914239,57.930866,1.354885,63.14626,25.984203,17.6609291,24.6845788,13.468426,7.706725,13.543043,6.6947365,0,30.38559,13.0655279,4.40474,26.6718851,23.9476104,5.124857,17.886771,16.3487349,17.73988,15.953507,16.245001,14.3693281,88.940114
"K00241",8.344272544,8.023558086,12.96421866,3.632074744,1.005823,0,0,3.862673106,29.69953848,4.256321762,5.62502334,9.603666986,2.663019,6.318807,3.935799102,7.626120667,18.87542919,2.931673775,30.95905302,0,17.943229671,23.24022691,15.42340871,14.78227868,2.920013,3.433917911,12.414283897,11.20372444,1.407066,6.921100755,4.26369359,19.5394836,9.778535943,11.9046509,15.17026,7.078871156,2.878256421,3.562389607,9.699662652,7.289063193,8.050911658,0
"K00249",103.598395,120.728754,102.8146752,14.142876,115.673534,165.169369,218.931225,73.0891479,73.0114148,54.2186991,39.39351,73.110667,144.1134637,122.656949,111.2567636,165.462159,191.3085285,143.60964,66.642398,77.518879,17.173086,26.8639421,38.0518191,60.0626069,111.2643343,111.5828425,168.225736,227.9991086,209.4094862,38.5994301,37.2473108,14.63829,20.1293611,29.7783201,61.3419096,34.4946074,46.2224421,47.3161526,96.8076983,45.7394203,245.309355,38.26797
"K00252",10.741621777,21.444511839,27.801913561,14.287917551,2.919214,12.81192977,0,11.239966069,12.835522101,23.511977805,45.619960594,23.327444501,16.49839427,9.087002542,15.280606616,10.042544854,36.811974624,0,1.821120766,0,8.533208,8.534934874,7.209368482,0.6047903,7.861900531,15.284093815,27.314678183,16.212467064,3.587121112,12.385799027,8.890643163,9.826244682,5.097634,11.309029546,1.340227,6.770551325,12.331787614,7.261426711,25.99558215,20.225388653,14.32524401,0
"K00264",33.217556497,28.409399387,46.310417217,31.089529092,22.59831628,31.080176187,2.829418957,78.482082246,76.111080526,60.904516001,50.516574933,74.433014219,69.834299637,42.641165247,47.178338626,21.614763833,36.618134581,9.4277929,21.383845,22.34185989,72.960521106,91.759758457,96.164414035,72.545665588,46.40032426,22.763780647,30.58398631,25.687653775,33.895362165,91.671843378,80.371426915,64.76765316,85.424015824,89.439402376,79.52912149,60.522593005,38.324820575,44.82911908,76.30578598,46.741063869,29.461798419,0
"K00265",12.98445,23.71848,5.921506,4.866049,6.221917,0,0,22.88515,13.33796,7.03083,0,4.386548,0,13.95982,4.794354,0,1.785161,0,0,12.57177,1.451505,5.713832,2.407509,6.416205,1.505242,0,0,0,0,1.899175,8.337974,10.98413,3.103651,2.441653,1.421843,0,2.57075,1.746547,1.89258,2.570212,6.163518,0
"K00266",2.071139,1.134995,2.125203,0,0,0,0,13.29786,6.382581,3.364446,0.6440883,0,0,9.352222,5.506716588,1.455949169,6.32269837,0,60.66377977,2.407853281,1.38917,3.417783,4.032208,9.210993,8.357067457,5.565761334,1.04736,8.624598185,5.833422212,0.4544038,1.329984,0,0.4950609,0.5841991,2.45091215,2.807792,0,0,3.622607,19.06372,3.686767,0
