"","X1_050_06.y","X1_090_07.y","X1_120_01.y","X1_200_02.y","X1_300_04.y","X1_400_05.y","X1_600_03.y","X3_040_07.y","X3_060_01.y","X3_080_02.y","X3_120_06.y","X3_150_07.y","X3_200_01.y","X3_250_02.y","X3_300_01.y","X3_400_02.y","X3_500_04.y","X3_550_05.y","X3_600_03.y","X3_800_03.y","X5_020_06.y","X5_050_07.y","X5_080_01.y","X5_120_02.y","X5_200_04.y","X5_300_05.y","X5_400_03.y","X5_500_05.y","X5_600_03.y","X6_040_06.y","X6_080_07.y","X6_200_01.y","X8_040_06.y","X8_070_07.y","X8_200_01.y","X9_040_06.y","X9_070_07.y","X9_380_01.y","X12_040_06.y","X12_120_07.y","X12_300_01.y","X12_1900_03.y"
"K09554",0,0,0.5120593,0,2.98652,2.000632,0,0,0,0,0,2.275947,0.7122544,1.340143,0,10.9465,3.427509,0,0,36.2067,0,1.976403,3.747387,7.101928,5.2066,4.021293,4.9594028,3.602428,0,3.613064,9.934083,22.79633,2.147093,0.8445628,11.80351,0,20.941751,8.92621,0,0,0.7396222,0
"K09564",2.622103,8.621553,6.277946,0,0,0,0,0,0.5771766,1.419818,0,0,3.742447,0,0.9681802,1.535108,0,0,0,0,2.638075,1.730792,0.7292649,0,0,0.8803899,0,0,1.31827,2.87642,0,0,3.133783,1.479215,0,0,0.7787127,0,0,1.5571,0,0
"K09565",12.4316,15.32831,9.567083,0,5.584689,0,1.346335,11.15101,10.26165,6.731474,2.416258,3.937293,5.175114,3.007225,6.311554,6.368312,3.845594,6.887717,24.36823,3.009124,10.94391,7.692962,4.32188,3.68581,5.944751,6.782751,10.21568,7.410058,3.906267,6.477738,2.660988,0.6572783,6.314447,2.629905,5.104892,4.213304,1.384478,3.762412,22.42348,12.45769,9.404862,0
"K09567",3.133139,4.058966,7.990246,3.522523,20.503242,42.84588,29.882816,2.58452,0.5021046,0,1.6837191,5.584628,28.946797,49.54837,13.049881,19.67837,27.703656,8.962106,1.987237,22.724145,1.050741,1.505672,1.3222709,2.786806,36.655755,15.4656334,44.668105,28.986722,55.103393,1.000916,0,7.834984,0.7489088,1.767507,4.117077,0.7730915,16.1837624,23.95264,6.850173,6.4056321,15.2832436,0
"K09568",71.55275419,60.881990881,39.047378239,16.386462,17.884564648,19.913746289,41.47940562,42.79879181,57.580138951,54.161516407,74.337867729,28.885876029,12.163344149,3.0439644,18.818638664,16.390722889,14.91303631,2.075391,44.79258172,8.845312212,80.342728647,72.327270394,94.357716423,61.344173749,18.308222487,14.240323954,26.733174716,23.407539879,17.747888065,60.788904413,63.080310608,80.536779724,49.080829742,75.684455702,67.576127625,68.234258088,25.738558071,32.724876614,39.288200022,66.54900164,13.389933483,6.896273
"K09569",9.988039,12.235598391,6.832507,0,5.743308,23.08422,6.922868,17.953856471,22.052199568,9.228127624,11.18198,2.203869658,1.90075,5.154395,11.80149,28.06794,24.71761,5.059532,0,15.47295,1.339851,6.225550041,11.814774607,7.317000285,15.28399,13.41422,12.12211,20.78324,18.07746,6.446326175,6.917155161,0,6.503327503,4.807089332,4.651768037,13.14587809,12.390424693,17.427824878,6.191851335,11.86252,9.956453,0
"K09571",20.247022002,14.777903858,29.102617701,0,9.848975658,3.042218867,29.002652,36.281958369,29.188452863,23.733157695,16.519221285,19.985855463,63.690259286,45.35655962,18.322897518,39.82061665,21.7668498,38.13041666,0,24.432821075,27.851289427,36.986663051,27.897590633,24.446639731,69.572039516,47.640739936,12.374003332,26.532002282,22.492306873,28.532618519,18.595135924,15.274307531,36.119020057,47.525616728,18.180212608,40.715166109,22.865190863,21.993202154,22.54611112,18.394112898,23.7081578,48.03493
"K09577",6.523589,15.19358,2.231292,8.956975,0,15.70545,3.451223,6.159564,8.0566846,0,12.657919,15.859593,3.315889,18.440079,14.973133,7.116244,2.9986304,0,0,0,11.238108,11.634741,15.197267,16.84965,23.937734,11.940881,7.692641,6.59448,35.259083,12.6721198,11.878203,8.106998,20.3471015,10.51278,13.411875,7.965187,26.757803,39.251044,1.426292,25.246868,4.254464,0
"K09578",7.033244,5.78138,2.95426,4.439202,11.33018,8.862335,0,6.803887,5.16052,6.347277,16.077963,0,6.249547,7.641164,0,3.076188,6.501597,0,0,3.822995,0.7862318,17.02246,17.60491,9.036155,2.741062,12.364914,20.715983,7.41284,5.955343,14.40208,11.0401,0,11.76801,15.453093,1.54033,10.078446,5.853989,15.90241,6.150884,0.6960992,40.76573,0
"K09580",2.157161,3.546406,7.378235,0,32.613079,14.64427,22.788544,1.629431,1.899335,4.672245,2.683358,4.623659,42.449764,37.27649,7.769522,6.086989,12.4562,0,201.9646,4.177202,1.446867,0,2.399817,0,9.002595,7.242824,2.181721,3.740541,0,2.2181046,0,10.94904,1.031245,1.715756,2.834601,0,31.38262,34.16697,0,0,17.164238,0
"K09584",39.55709372,21.234984609,31.514128956,12.74932343,33.422192,12.280703,5.305962533,30.89821219,34.450229296,6.186276279,35.64865621,46.363915317,25.792479,26.198649127,33.376312,14.409955,27.032005715,9.065471,82.73296401,58.777577181,30.165469745,28.226376842,21.237676497,41.43997341,69.675459975,35.389403563,40.487063,33.622223271,70.640443,23.068671464,23.005087098,10.402184896,38.24542822,19.245071218,7.9693681,29.587495086,57.342000693,36.53375493,58.861140209,23.45852922,28.37218544,0
"K09586",24.13543167,15.540891563,7.221110542,5.010585,14.568026864,0,18.27284575,7.775042,4.94845213,8.680834725,3.8591635,7.540513,4.057325886,15.900984926,14.69225654,14.128722124,21.467832897,9.31064725,0,0,9.980596,6.317272737,4.815017995,13.514298145,22.332607573,26.593943586,7.826744028,15.484798058,28.265096,2.395359,1.571587432,0,0.5326398,1.214985,6.31580201,3.725567,20.14209931,36.890744278,21.724069848,3.014592458,11.23649716,20.5864
"K09595",5.076627,0.9273391,1.157588,0,4.35846,11.40711,0,0,2.234932,9.315703,8.0252756,13.934711,2.549418,0,3.853106,0.9907023,1.395915,0,0,0,2.932112,6.795021,5.333929,17.05842,32.3193,15.151238,2.2106558,0,0,5.4452535,1.297947,23.20249,9.336881,4.454946,19.456798,2.3896725,4.522974,0.6828604,4.439736,3.014685,5.422043,0
"K09597",0,0.8390211,0,0,0,0,0,0,1.348054,0,0,1.551704,1.45681,0,0,0,0,0,5.335347,0,0,9.095488,5.109815,5.447227,1.064933,0,1.548478,0,0,8.73362,3.277208,0,3.659634,0.8637139,0,0,0,0,0,0,0,0
"K09613",7.617326632,11.288796021,1.7113988,32.35124633,32.836989475,44.338968,19.01351,29.668649899,13.201060386,4.1824713,1.5649106,10.7978165,12.927317406,14.2024197,17.109275,13.65438,2.0755274,0,5.138114,22.832162,11.0206977,11.251705166,11.7310349,36.900132464,9.611526,24.8221203,24.639689134,17.669919638,30.450495,10.302689103,5.989913722,9.207515,3.667989125,3.1178407,20.551404,12.347848756,28.326129,27.0772526,13.482603714,12.937122,7.89959,30.30712
"K09645",0,5.139004,2.565986,0,5.392328,21.67351,9.749706,0,1.651366,0,1.166515,0,0,2.419702,24.93064,10.98028,15.47139,7.125508,0,3.631845,1.257971,0,2.086508,0,2.609085,7.55668,9.484427,45.53069,3.771717,0.8229758,0.8029161,0,1.793221,0,0,0,5.569959,1.513674,0,0,26.70858,0
"K09647",0,6.053306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556681,0,22.27315,1.63751,0,0,2.79296,0,0,10.29982,1.182208,0,0,4.673593,0,2.807792,0,0,0,7.379506,0,0
"K09687",15.32039,21.58882,24.70333,12.30314,15.73126,4.21527,0,10.74579,15.41632,15.40629,17.69625,5.545393,15.6188,9.882737,7.27312,6.406648,3.610827,0,28.60075,2.119067,2.935945,9.390317,3.652234,6.488998,2.283478,2.204542,4.427091,2.846327,2.200678,8.163066,6.558666,0.9257291,16.21746,14.81612,2.156962,8.159436,1.299958,3.532724,14.35539,5.848587,5.454264,0
"K09704",0,0.740016635,0,0,0,0,0,0,0.297245929,0,0,0,0,0,0,0,0,0,0,0,1.358608577,4.011110212,8.26257088,0,0,0,0,0,0,9.776952025,8.382443581,1.142349666,8.715051862,5.713467545,0.887230198,4.119031552,0,0,0,0,0,0
"K09705",0,0,0,0,29.10737,0,0,0,0,0,0,0,4.446044,18.08497,3.450608,2.735572,2.569643,0,2.713827,4.524098,0,0,0,0,3.250072,4.706583,2.362902,5.401565,2.349167,0,0,0,0,0,0.5116668,0,1.850229,0,0,0,8.317551,0
"K09760",0,3.962606,6.183099,0,0,0,0,8.107125,6.0004201,11.5454272,5.238312,10.07673,0,0,0,0,0,0,0,0,1.963307,2.4339197,1.085466,2.2716851,0,0,0,1.691892,0,2.0776426,5.012424,0.8253972,1.797092,2.7116254,0,4.629612,0,0,0.7904751,2.811738,0,0
"K09765",0,0,0,0,0,0,0,0,0,0,0.838214688,0,0,0,0,0,0,0,0,0,1.807862378,0,5.997148162,5.594008284,0,0.904991618,0,0,0,15.96671534,0.576945666,0,1.288541711,1.520550245,0.88545928,0,0,1.08766988,0,0,0,0
"K09822",6.1557177,39.412084,44.357888,8.297453,12.994679,28.036658,13.269729,15.0415665,38.27998,41.823059,29.9291014,26.029139,9.7598577,4.839404,15.9805206,6.829099,54.523143,22.6523699,2.240846,0,28.7895645,30.640203,28.7655594,20.5489684,25.2893072,19.915094,5.096042,12.308975,2.370794,20.3489799,47.1595402,26.0530937,32.457608,36.6835403,42.6041372,20.753464,52.6875319,37.5803984,13.3287101,21.493716,7.4712325,6.600719
"K09837",0,1.854678282,0,0,0,6.518350236,0,0,0.744977265,0,0,1.715041426,0,6.549569155,2.499312202,5.944213526,2.79183024,0,53.07266232,0,0,1.116989755,0.941281713,0,1.177030959,4.545371437,1.711475521,14.67154391,1.70152666,2.22760356,0,0,0,0,1.111817291,0,1.005105417,0,0,2.009790176,1.204898343,0
"K09884",13.08510533,2.868281529,4.47555705,11.76904839,0,0,0,11.86074131,5.18452201,0,0,0,1.245064778,0,0.966303845,0,0,4.971284389,0,0,3.510616478,1.727437645,2.183554672,0.775913109,0,0,0,0,0,1.148338269,0.56017399,1.106927971,3.127710258,3.690870507,2.579157553,1.773915397,0.777203607,0,14.87655728,14.76377841,2.795083948,0
"K09888",0,0.666681653,0,0,8.744315146,9.372330609,84.32178296,0.918940318,0,1.317488914,3.783293321,0,5.787868699,7.847681961,6.288809891,5.697876749,4.014199156,0,38.15494102,44.76004018,0,0.803025067,0,0.721389485,5.923328772,8.169383799,12.30412132,5.273825242,6.116298534,0,0,0,0,0,0.799306485,0,1.445178599,1.963685081,0,3.612190451,0,44.95624722
"K09931",0,0,0,0,0,3.308933517,56.56318074,0,0,0,0,0,0,0,0,0,0,2.175727519,0,0,0,0,0,0,1.195000897,4.614766421,0,0,1.727504166,0,0,0,0,0,0,0,14.28630753,27.73143053,0,0,3.669881214,0
"K09935",13.647002,13.618957366,8.681016153,14.44192,22.222889828,14.51814,41.05139,7.376528624,6.0354919,11.379748,28.739182361,25.400394,56.897751,19.01677889,17.994845911,16.631402295,0.6387272,22.50789763,0,0,10.302644,6.941033035,15.695289421,57.605890105,56.481468117,45.05124542,29.124189329,17.89006128,20.93918596,26.03613999,7.441285028,29.829093182,13.794656999,23.183757252,45.316811475,25.484754476,41.662179436,30.96446243,12.026215717,20.946941583,18.62621128,0
"K09946",1.195029089,1.309763955,9.485113534,0,0,0,0,15.179039216,1.895448838,4.662685299,4.760068279,1.211153148,8.653141601,3.083513974,0,0,1.580057114,0,0,0,0,0,4.257088778,10.347884608,7.993793237,2.731844404,0.968622316,0.830346953,1.201609093,1.364859817,2.459998116,2.430531204,1.029135046,1.754716701,4.087284036,3.245887748,0,5.793628953,0,6.532820885,0,0
"K09966",0,0,1.926496,0,0,0,0,16.48631,5.889127,5.337273,5.254793,0,0,0.9083344,0,1.64876,13.93877,0,0,4.090087,10.86131,15.80092,5.091166,2.087441,0,1.89114,0,0.6104219,0,5.560879,10.85067,8.338319,15.48265,13.10702,3.238066,10.02197,1.254548,2.272878,7.388758,4.18095,5.013081,0
"K10046",1.160123,2.543012,2.380812,0,1.66773,0,0,0,3.575123,2.512737,0,1.175776,1.103872,0,0.856723,2.716771,1.913987,0,0,2.246502,18.67503,3.063085,7.098429,1.375846,0,0,1.173331,1.005833,1.166511,1.527172,1.986596,0,2.773021,0,0,3.145499,0.6890671,0.9362931,1.014579,0.6889229,0,0
"K10144",0,1.714986,1.6056,0,2.249407,3.013698,0,0,0.6888666,0,0,2.3788,0.744442,1.009377,1.733301,0,3.226942,4.954003,0,0,1.049524,1.03286,0,0,0.5441893,3.677643,0.7912847,1.35665,1.57337,1.029912,1.004808,0,1.496082,0,4.626345,0.5303246,0,0,0,1.393812,9.47025,0
"K10206",2.486892947,0.681414949,0.850603108,0,0,7.184590453,2.154631194,5.635490348,4.926728098,0,2.320141208,2.52044762,0,1.604222279,2.754766764,8.735695016,2.05145537,0,54.16408908,7.223559843,1.668027719,0.820771478,0,2.211995383,0.864890152,4.174961334,5.030414239,4.312299093,10.00234456,2.182477153,1.596960103,0,1.188875501,0,1.633941433,9.271403125,0.738558124,1.003540718,2.174898302,2.953614292,23.01954956,0
"K10235",0,0,0,0,0,0,0,0,0,3.293722,4.729117,16.18281,0,0,0,0,0.6272186,0,0,0,1.019976,3.011344,4.652348,9.468237,1.057737,0,0,0,2.293612,12.67828,1.953039,0,7.269813,0.428939,0.4995666,7.215521,0,0,0,0,0,0
"K10249",0.9483026,1.559024,1.946113,0,0,0,0,0,0.8349605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.811595,0,5.094391,2.877298,0,0,6.24167,0.8119376,0,2.266711,6.419626,0.6230549,0,3.379526,6.888067,0,0,0,0
"K10256",6.627646,6.645799845,9.42675338,7.451324,17.503446936,3.191192,0,9.02726949,25.232804304,2.489213,0.7227979,2.355599,64.916146,39.613185,56.192369,13.377805927,1.25869,9.661705,0,17.288173,13.572525969,10.57641134,5.951621756,8.694374192,27.896111,23.531048718,8.7727694,5.635987,6.504443754,7.999249311,4.2846224,55.413934049,1.440980797,5.122735013,44.374240099,7.30026,26.62637,28.424182,5.796171,11.845031126,1.629676,0
"K10258",6.768836,3.709357,1.157588,0,0,0,0,5.752014,2.234932,3.665195,1.578743,6.002645,15.29651,0,0,0,0,0,0,0,7.945079,3.909464,1.882563,15.55327,4.708124,3.9772,0,0,2.55229,2.227604,0.7244355,2.863032,0.8089717,4.29584,33.35452,4.588172,28.6455,34.14302,14.79912,0,0,0
"K10273",4.015013489,3.300371512,7.781880365,0,0,0,0,0,2.062162042,2.448284179,1.664799043,2.712790996,3.510674,0,0.494165297,0,0,0,0,0,11.973093331,7.413620741,0,7.110417,0,0,0,0,0,11.951727543,14.277401488,7.940588336,15.424716526,7.560321,3.030158,10.383568104,0,0.7444298,0,1.986883747,0,0
"K10352",62.285326485,63.963888805,81.30321798,0,41.5035717,16.893004746,25.058103,53.72676171,64.216602695,67.41528,55.453515795,72.9750906,69.573953574,47.913966199,51.290709634,49.61791029,59.85308471,14.009588714,0,67.486598564,76.062194338,64.2500389,71.773901398,53.541034889,40.448286819,28.445672403,25.466532968,34.385454489,62.057177739,83.533869634,64.874490347,44.7749991,95.605217361,91.87329386,53.815035008,53.342360023,42.1460764,41.196037454,47.917515374,65.83571299,49.178761481,4.183554
"K10355",141.348105996,169.257564975,105.107566611,78.596352,167.443496143,210.72749568,146.10005194,141.70827241,129.291955369,95.506392146,122.162340827,130.61024303,138.02145639,160.79887,139.859731288,172.68002628,197.189773597,276.647364555,80.936526,108.920829,98.782862665,81.943889,84.90753072,110.649028559,164.530748,152.562172569,297.17449949,203.428721627,165.34709396,85.437621683,99.293582781,101.851147815,56.680431215,87.819255343,91.211650138,85.079654073,67.488629,90.46962,176.49293292,118.352978679,174.420826047,35.032378
"K10356",1.046808,2.294625,0.7160891,0,3.161625346,0,1.27032002,0,1.843386,4.534613,5.859705,1.803931403,0,0,0,0,0,0,0,0,7.092131035,6.495615228,1.164562,3.538365533,2.549594748,0.702947,0,3.358373602,0.737143472,6.478573368,5.557217816,0,11.410536226,5.314854,3.438877,6.386095,7.712290584,5.916640715,1.830961,1.243266,0,0
"K10357",6.77126081,4.123771751,8.305575795,0,5.266827213,0,0,10.139286082,8.48995883,12.981421,15.111457403,11.696541415,8.520331983,0,5.865601852,6.975197024,6.256192798,23.21432,1.774425,33.52473,5.489720726,12.357896705,10.372902268,7.833714313,4.780848091,5.230861835,8.492579881,3.354696859,1.7386372,14.371682236,12.525348584,7.090932553,13.40889159,9.230038812,1.569478218,10.156950778,0.4221443,0.5736027,5.696255,0.996487333,4.314358941,0
"K10362",0,0,1.333621,0,5.605114,0,0,0.981736,4.370513,1.407519,0,5.5464835,0,0.8383953,1.919587,11.954362,1.608191,4.937792,0,7.550323,0.8086956,0,13.1040739,1.4856341,6.780106,7.418492,12.392606,8.451318,22.86989,6.34867,0.5161603,2.198941,2.0847764,1.360349,0.4269635,0,0.3859837,0.5244683,1.136641,0.7718059,7.598339,0
"K10365",0,2.480503,0,0,2.168981,8.717838,0,1.139691,0,0,1.407639,0.7645827,0,3.893152,0,0,24.27021,11.4645,0,0,1.011999,0,0,0,7.346251,1.013186,3.814965,0,1.517115,0,0,0,0,0,0.9913187,0,0.4480861,0,0,2.687954,9.131649,0
"K10369",0,0,0,0,0,0,0,0,0,0,0,0,0,5.279349683,19.6423218,0,0,67.36843572,0,0,0,0,0,0,0,0,0,3.547846072,28.80220583,0,0,0,0,1.154235868,0,0,0,0,0,0,11.65465307,0
"K10370",0,0.7839159,0,0,12.33838,38.57151,0,0,0,0,0,0,8.166781,3.691071,0,8.374792,1.180021,0,0,0,0,0,0,3.392976,0,0,0,0,5.753467,8.160014,0,0,0,0.8069869,0,0,1.69931,4.617988,0,0,0,0
"K10380",2.360809,3.234338,0,0,0,0,0,10.69955,0.5196607,3.834998,6.316197,3.949792,0,0,2.158497,0,0,0,0,0,4.75038,1.929346,0.6565934,13.076839,0,0.7926587,0,0,0,8.35308,5.8875165,5.769443,15.012173,5.2109731,5.8966489,13.42428,0,0,0,0.700967,0,0
"K10389",4.3006099,1.0982244,11.937899,5.16397,4.920755,16.48176,0,5.3921871,7.949931,17.995985,5.336081,20.88163,4.90635,3.689543,1.263911,15.449246,11.590038,79.19504,2.000755,4.971347,8.064993,11.34054,13.0514,12.364997,11.716289,19.960378,11.547348,4.724221,8.03835,11.184603,12.011031,39.852675,12.43371,8.714315,13.729222,13.951121,4.935035,11.103251,10.496644,9.333898,11.43099,0
"K10392",2.3030729,4.0528699,11.328617,0,9.58251,17.03595,0,2.186546,1.274366,19.235257,18.686963999,34.20921446,19.747792,31.478056,30.871457,25.485185,2.518946,123.494257,0,10.810679,14.54475493,11.974284633,21.557577543,11.540133397,11.660384,25.390171,7.0072589,11.189964,29.594705,13.943076217,7.721095404,16.920055,16.217503546,8.2702815,21.689813543,12.111294466,26.3811028,26.531973,9.493326,19.673842286,9.299411,0
"K10393",16.8379217,3.560779424,2.7736312,0,111.10166951,271.45867941,108.57732454,1.5603158,10.248055,19.8624607,11.45729342,28.998034238,124.97656103,111.75146424,42.94386472,34.703013801,58.3168674,6.068743624,96.24549,14.849691789,29.662004,11.357457,17.2566428,22.252579856,16.865534255,12.370733824,19.783557733,49.795806216,35.70107992,19.71535,21.6593473,8.070586,28.7144255,11.4235245,46.031511,28.639174,57.19374578,57.25076306,3.3539747,16.695333686,53.74606994,25.66946
"K10394",111.57918197,93.0284495,77.755620781,110.807977823,68.950093651,104.586672553,108.319293476,96.181935152,91.836819771,79.304721499,152.852816494,74.137129749,81.287966,111.414087,94.938456407,75.95448961,50.369721126,22.670913755,21.868166386,22.456263731,63.19837743,63.76319115,92.488493749,85.120992122,70.133485773,84.727665631,79.454756618,55.612801337,47.038829408,89.230002583,75.042299517,32.129433,75.046395562,90.142392988,47.906761301,70.023960433,16.913552222,27.40538343,77.837006295,77.006693523,58.061094354,0
"K10395",8.014142,4.009880172,8.68019,0,32.937134273,56.33433,0,3.026777,3.1461823,15.37643077,12.430567252,30.58756961,29.597701049,2.47235392,5.808096554,2.991789589,0.526934847,3.518769,0,6.184788702,11.720612902,27.98246988,6.984243,8.707628465,2.866015099,7.347270079,9.000303021,15.332233392,3.329599429,17.860633315,8.247297045,23.33752036,14.53072735,11.112811227,24.32396831,21.325741807,20.015505716,28.780471001,14.01745,1.155253117,202.559226408,78.15094
"K10396",4.479975,1.81199,0,8.921884,0,3.533725,7.418255,3.9586203,0.8733965,2.649298,0,4.338868,19.7857,3.156133,7.677914,5.728843,2.018008,3.098047,0,0,0.8871097,2.0512912,4.616075,1.176409,19.99353,1.642757,1.2873828,1.590746,1.329891,7.747531,4.338116,1.034737,1.264563,4.019556,4.420078,1.3110699,23.180575,13.447284,2.313359,9.1386026,0.435466,0
"K10397",1.004749,0.5506076,3.436588,0,2.888747,0,0,2.276839,3.538642,1.088105,0,0,0.9560319,0,0,0,0,15.26894,0,0,0,0.6632127,2.79443,8.936856,3.494311,0,0,0,4.041126,0.4408799,3.441069,0,12.4885,5.10131,0,7.491625,0,0,0.8786978,10.73982,0,0
"K10400",14.36578,0.4630893,2.312278,0,0,0,0,1.276625,1.860112,0,1.051178,1.712895,0,0,0,0.9894623,0,0,0,0,1.133591,3.346775,1.880207,1.002181,0,1.134921,0,0,0,0.7416052,3.979409,0,2.423878,10.96452,0,1.718411,0,0,5.173209,2.007275,1.20339,0
"K10401",7.947732121,0.856500734,6.532623379,0,9.178430082,3.074257381,0,3.541749142,4.44114897,12.055010782,12.539893405,0,1.518802424,0,16.50255078,1.868984395,11.822996815,0,0,0,5.589954797,3.116942748,3.477512997,2.480832538,2.764057557,3.215608517,0,5.535646353,3.20997228,3.086159099,4.430861839,4.994729983,7.720078899,14.567581636,4.642839271,4.237686782,0.948078159,0,4.129671702,7.713778881,0,0
"K10405",4.615472543,5.6986448,13.3648636,0,19.353688,18.545066837,38.51736,0.976798171,3.849729966,15.1202207,10.449782485,0.624932903,15.334548914,17.329998172,47.8650622,9.054242696,8.921195723,87.62067,137.52127,26.916615706,0.9112063,12.657644839,7.418621,22.108846371,13.722302796,6.542623,2.193469546,9.392577827,25.14478,10.128800178,10.397612529,10.084413255,8.110235161,10.374617593,17.545330889,4.809466128,23.72279897,28.13077579,1.188098,6.852497,2.9150777,0
"K10406",0,0,0.806068914,0,375.602986647,424.8720628,115.7583611,2.670219249,3.112522813,0,11.08151387,16.07419699,94.061360987,32.61966943,25.70949745,40.082062454,48.611180854,38.51626,5.090473805,49.339488,3.951741061,14.00038468,5.243579806,2.263659237,25.993673462,45.198287778,24.535068153,28.632930676,61.15846988,8.604244968,1.513349626,0,4.506522842,3.323715849,7.377874146,0,212.858586394,202.776349334,1.320995278,0,126.97190773,32.56059292
"K10408",261.527263461,187.52442648,326.373924026,218.179960599,287.588115041,457.568822041,221.646526394,319.579948745,329.679895193,393.076894217,290.780691279,315.27747445,205.968547466,265.06330168,363.061036178,335.316584396,324.025746545,418.051137458,211.724961427,243.381501897,401.521366443,323.133994737,318.269780858,285.294182263,202.461023405,220.952292151,212.900785047,229.992322748,222.036438249,286.473189048,314.39267169,343.492800973,432.186481762,336.822869631,237.064752627,346.351890106,172.216110266,196.40009744,245.531644469,293.018795999,345.141597078,109.09467
"K10409",65.822030807,78.513918925,44.430257548,10.255156,56.584687781,67.707322,31.95646849,44.828020116,68.952405143,61.360179966,78.30013628,88.548783201,65.102973567,53.037704304,60.224056267,70.610290841,103.535644243,47.945510169,4.663547,25.211824,67.870228209,70.156692845,77.523773971,51.120186244,69.619569931,77.468637261,86.798158118,80.905587488,76.385426156,96.067175602,73.439041,72.656225234,69.237376695,69.743497649,56.531130602,59.781954984,50.843383064,66.893575137,79.843616831,64.086869396,64.703236889,0
"K10410",88.743916908,103.58348193,74.04988354,40.53011387,73.553559249,92.339710332,81.76083148,87.146282208,75.10167297,85.402468861,80.115131017,78.043006327,98.382513816,58.93347185,69.130453543,59.815728878,95.811634985,82.25297449,149.93009734,99.380353744,50.831700455,68.055166863,68.041772619,78.876168433,82.164762029,75.997133438,115.473720576,73.886570855,107.298573767,77.701732862,48.460744964,32.231030885,72.384678298,55.48920414,24.250365017,50.030056947,56.699583053,46.007310935,86.584859753,133.118174719,57.057389451,9.854153714
"K10411",0,0,0,0,8.627724,57.79604,0,0,0,0,5.599274,6.08268,17.13209,30.97218,15.5124,10.54107,9.901691,7.600541,0,34.86572,0,0,0,0,8.349073,0,3.035017,10.40702,6.034748,0,0,5.07711,0,0,29.57434,0,8.911935,12.10939,0,0,10.68343,0
"K10412",10.186587602,17.910452411,9.775252743,0,2.846389974,7.627043237,0,11.22668,10.215389807,9.197564,17.775596218,8.026997405,3.768055282,5.10904808,4.386622735,4.804519592,3.266686996,59.465310864,0,0,21.16965625,9.716012283,2.202764831,7.554173,8.855269842,7.977726701,8.44482893,1.716699712,3.981871773,7.142808124,8.786628515,37.12037699,12.180365995,26.75068918,10.40739235,22.450617521,0,0,1.731627241,12.35345998,1.409837064,0
"K10413",39.980147432,32.945112816,49.115677189,65.937806985,58.963651761,125.62755265,27.353126747,44.290529407,45.976316052,60.487084722,82.058449561,108.974470113,54.454528293,77.663952105,103.543389937,85.075304376,66.829566238,47.545210976,17.142455,94.782511587,51.227667043,74.572668548,51.181223928,50.304470639,59.610496369,55.389101846,31.793697172,50.927107843,51.848916913,63.378995854,44.399352721,39.465563763,67.286696814,60.16024033,71.49166585,78.552577906,69.653907025,53.919031553,37.810337513,58.783547281,103.163505528,0
"K10414",56.185438718,39.596429443,33.427439676,56.351135985,57.836143457,54.9633046,45.588051384,39.309148504,32.001002391,68.248679874,112.671678616,154.854970378,69.37735323,60.499928234,79.702711963,62.526124,89.77945984,106.011680146,63.779216547,180.848998889,74.594489676,107.164525307,69.703169205,71.476730894,42.54576433,59.944346869,45.997562841,50.801301129,60.309478616,73.891997602,77.445637417,71.52587884,63.826557579,67.385289268,134.540755541,81.324983168,41.23475636,53.9188641,42.081921349,62.252387159,78.65382613,8.942909392
"K10417",0,0,0,0,0,0,0,0,0,34.7323,4.199456,35.92583,0,0,0,0,0,0,0,0,4.528695,4.456789,40.37393,8.007423,0,5.66751,0,1.463487,0,23.7017,10.83937,14.27937,9.683391,7.617957,7.763264,3.432526,3.007778,5.449226,1.476212,4.009531,0,0
"K10418",32.98943,9.763584,12.207436,57.50785,46.56106,9.597128,0,23.008703,7.86887,16.556081,6.362811,7.642247,78.23234,61.07292,25.786154,0,0,6.441342,0,0,5.107696,8.402952,5.674491,6.03215,1.758934,6.869709,0,0,10.2865,21.146018,23.866042,96.7273,12.171553,5.738757,16.603511,5.16184,16.27826,34.320091,11.082901,24.1466,0,0
"K10421",4.914057024,1.077171229,0,13.2594519,0,0,0,13.36275659,4.759396237,0,1.222548934,0,0,0,0,0,0,0,0,0,0.659198727,0,1.093366532,0.582781899,1.367206267,0,0,0,0,2.587522039,4.628162395,0,0.93967889,0.554436443,0,1.332373137,0,0,0,3.501774149,0,0
"K10423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.139647,0.8994529,0,1.212022,0,0,0.6890805,0,0,8.071972,7.583546,1.152724,3.257111,1.153071,0,4.618266,0,0,0,0,0,0
"K10436",0,0,0,0,2.441808758,0,5.886615037,0,0,0.919756411,2.641166814,10.32908,6.464940131,1.643571,1.881557676,25.85545959,1.401182724,8.604386565,4.439411377,0,1.993765204,0.560602406,1.88966786,4.28069811,13.58693473,4.562523782,6.442251758,4.418072467,2.134934758,2.981346537,4.363016,7.543819,3.65411,0.479116775,6.975079828,0,4.540042204,2.741749245,0,2.269546117,0,0
