,X1_050_06,X1_090_07,X1_120_01,X1_200_02,X1_300_04,X1_400_05,X1_600_03,X3_040_07,X3_060_01,X3_080_02,X3_120_06,X3_150_07,X3_200_01,X3_250_02,X3_300_01,X3_400_02,X3_500_04,X3_550_05,X3_600_03,X3_800_03,X5_020_06,X5_050_07,X5_080_01,X5_120_02,X5_200_04,X5_300_05,X5_400_03,X5_500_05,X5_600_03,X6_040_06,X6_080_07,X6_200_01,X8_040_06,X8_070_07,X8_200_01,X9_040_06,X9_070_07,X9_380_01,X12_040_06,X12_120_07,X12_300_01,X12_1900_03
K00001,18.52910684,20.88688855,13.45964398,37.36700886,1.306260762,2.497895556,0,21.10667412,3.917185217,4.779792778,12.67512291,23.33269539,0,24.98957831,14.69910489,13.37786465,25.39429062,0,1.810005195,3.100469732,3.496137117,1.273043207,10.10116494,2.100698606,5.689245103,11.89232004,12.67040893,42.33233454,8.945440565,7.607246442,6.251631271,12.70598009,4.644501098,9.824251775,11.94999361,11.04783438,10.55037036,7.816994648,24.47872192,18.63835101,9.640243349,0
K00002,3.787082619,1.396369266,2.575531686,0,13.09894311,0,0,0,0.561160975,0,1.606909384,1.374737663,5.030555412,0,1.889045749,1.483776186,6.435075822,0,4.843463137,0,0,0,0,4.732518164,3.587534603,0,5.238530624,7.799507223,0,0,1.709267719,0,0.637569205,1.476748796,1.808513802,0,2.385138728,3.239867045,0,0,4.637846357,8.774603879
K00006,44.50139391,45.70604054,49.23664567,2.569997925,0,3.599694123,4.908570513,27.12010823,36.34775516,45.11681212,14.46747623,51.90605924,80.92238323,8.691647635,61.99705078,32.61283214,8.292443417,5.789879509,3.042326729,0,122.5952159,121.5624909,104.0359167,62.10222227,59.30432041,24.81294775,48.56879382,7.78855985,5.225353722,114.7010384,73.09643911,71.77038687,78.5176634,66.27738702,35.5281987,80.98525455,120.1330875,107.0498055,67.00910365,68.27127718,4.777924644,8.172202318
K00008,6.132685592,16.95928214,15.64026421,0,2.272717205,0,0,3.539430595,6.13390654,15.40138364,0,10.01793628,0,2.021856549,0,0,0,0,0,0,23.04297491,6.367366446,2.683488475,22.033123,0,0,4.771752769,2.706489234,0,4.319275794,10.37975921,14.62054985,29.42511118,14.3484106,4.392977782,4.440444797,0,0,9.46384301,1.86034987,1.12655795,0
K00012,239.0428806,182.6760338,120.8177798,145.9769022,96.25069925,85.41519356,58.96079594,171.2536736,178.0576797,74.14178196,125.3099999,186.765766,112.9397979,161.2391799,142.4960206,145.8439115,141.8400947,151.2115978,34.44523379,292.9789894,106.4992502,122.9115824,111.5437885,94.77169729,172.9553652,140.6001195,122.7479403,113.5516981,68.03787198,74.0917339,45.99180739,66.52864026,62.32192685,65.62009852,117.6671576,101.8298708,71.13461649,72.59895181,395.3252208,119.6742082,160.6743531,265.9188517
K00013,51.95336257,22.34787606,35.31509896,43.42326336,3.980566169,0,5.965114006,76.66624368,78.56302494,72.96985585,31.83394021,4.304030244,12.19243508,0,1.322515963,2.157401573,3.508512611,3.801570392,1.695447904,1.86843272,41.38964939,55.09506029,72.14205167,77.89536157,44.74700597,17.14285196,13.56956504,7.237126844,2.320933633,39.27055774,49.88602809,19.35516485,41.18969607,45.85651519,39.25330207,52.39407269,17.38675013,21.51251816,92.24009825,26.0794121,7.610965422,123.3017627
K00020,1.348644083,0.74590602,13.90322101,0,1.999180662,0,0,7.187665651,3.597100219,4.515908427,4.160131875,8.812211411,0,3.011167489,0,5.854248392,4.583278371,0,2.58725854,0,13.3698018,0,2.905855704,0.842664824,0.958186248,5.166998431,4.197440771,0,5.929720346,7.649025835,2.434796414,0,4.768032405,2.91326089,1.635624432,7.062750141,3.39755274,5.768856873,2.378516265,0,4.954846257,0
K00025,0,0.86850303,4.271758437,0,0,0,11.85669348,0,0,0,1.99890631,5.130292629,0,0,14.09920997,12.920148,0,0,0,0,0,0,0.916162155,0.981165098,18.96645132,0,14.66199467,15.24624385,8.155930234,0,0,0,0,1.836993744,3.374536566,0,0,0,0,0,3.461534461,0
K00026,446.9618308,382.8938799,251.7589828,333.767071,272.994266,186.5250284,111.6900207,456.1727157,345.0072326,229.0835627,300.9291568,189.9529844,239.7929098,286.5649576,233.2509625,312.018548,288.2760156,331.8900252,274.1680571,190.1592441,265.7669775,276.3504932,269.9057849,235.6698832,356.2369517,409.226331,440.3354443,372.3073908,396.5770377,235.0563403,190.3007653,208.9634261,193.0563969,204.1375401,148.1697104,249.572947,145.9500471,154.6121024,475.845143,315.7163385,305.1095633,252.9946093
K00027,0,3.051388466,7.639468987,0,0.75885425,0,0,7.573304901,17.58556233,31.04552694,0.977468568,21.49441375,9.521971628,0,4.789948106,0,0,0,0,0,14.47111862,20.21586311,9.175227923,0,4.972028458,1.416199602,0,1.98297231,0,4.620968213,5.069981395,0.976352567,7.942786655,3.942261328,6.423225013,6.506790395,22.52972838,24.31342915,1.981115651,10.11116318,0,0
K00028,0.639181315,0,0.434696545,0,0,0,0,0.491864533,1.278617138,0.356714363,1.627278658,0.696081958,0,0,0,0,0,0,0,0,0.686189193,0,1.305208479,1.198126958,0,0,0.331558408,0,0,0.150059347,0.865467247,0,0.484238301,1.12160111,0.457859656,0.462806922,0.201281073,0.273411315,1.127282709,0,0.469663596,0
K00029,98.97392735,90.90104947,102.929177,0,7.747478426,25.15034913,2.416491126,43.41712788,58.394578,65.99193451,66.41801068,40.30107853,38.21655251,48.39545029,18.47763449,4.410561674,2.175279509,0.657561124,0,0,30.06638637,52.15398354,63.05994737,83.42714443,27.33339132,6.86086044,10.61851788,1.987892837,3.223146299,70.52128383,134.0238455,101.6850459,89.68717356,96.24843875,86.12179064,55.35780263,35.76246893,41.70905425,41.33552439,65.7938738,4.269718027,0
K00031,659.6623183,570.1232705,485.5940095,603.5510639,253.9827207,319.3751515,56.88704399,606.2579081,570.5921601,453.5206808,422.8336602,584.6845242,347.7526631,263.1934746,280.880787,292.2617245,310.9636323,165.5577109,547.8197108,228.250176,576.3353393,600.4095995,485.2976862,523.7671213,337.7291272,285.9163531,253.7610331,260.8762956,273.1560766,602.4752291,568.5920975,459.0265846,558.6581737,483.5600011,524.2130768,533.4576961,326.7936275,376.7443624,614.4665813,495.6258284,223.4314062,59.58001257
K00033,40.92880651,76.19577905,42.82934157,12.52171448,83.79211275,28.25819105,82.86885324,35.19941699,39.04526922,21.95122916,66.18374984,100.7035643,89.52957201,76.576188,108.9683728,107.5965644,156.9494252,88.44556843,238.0573612,34.63901251,17.64634319,32.37503646,37.11368212,42.22591504,121.7649349,91.90242313,85.47277626,86.43624633,53.95746412,30.27589319,34.86345854,80.56679152,41.70826514,29.09660332,61.49389375,36.25542393,43.33056582,44.97262281,46.65298275,46.93727969,86.09401053,0
K00034,0.561309504,0,0.381737226,0,0,0,0,0,1.247602787,1.253022623,0,1.222555819,0,0,0.419982651,0,0.953786748,0,0,0,7.632811551,6.216418777,3.274840605,1.052158491,0,1.552827393,1.16465786,0,0,7.379541905,9.880349642,6.423276816,11.05632534,2.626548879,18.89768302,9.347726709,1.414071116,0.960405857,0,1.702732101,0,0
K00036,6.164232831,37.5576052,12.66321369,1.392221822,26.10301138,35.51308983,10.27513284,19.90326286,32.1280024,42.98829164,34.03115966,59.74852849,44.56389913,54.21105159,36.8154686,37.50325311,17.60849458,101.3327041,265.7008948,35.32301074,14.74834923,12.50594779,22.87511466,15.62217408,32.77470268,32.10065241,30.52805231,19.59869892,27.10184155,20.72421445,10.88114403,54.84747103,20.43013601,18.64059585,68.32091196,26.45619391,56.81901024,78.86958214,39.52678015,25.52944302,39.24755654,24.67642838
K00045,41.55814459,10.28560148,24.39942114,76.27386698,3.670898182,0,0,19.42336396,11.25488124,2.63314026,1.77168826,1.34841619,0,1.819056348,0,3.971206248,1.146033713,0.611447709,0,1.404164104,17.47087854,23.86684364,23.26800364,13.19773933,0,2.965707451,1.178919749,0,2.494247447,10.60143896,7.038294843,5.76147256,6.74579997,7.609334184,0.886943507,5.252639801,4.076973842,4.981092644,30.14822083,8.81910732,0.984629389,0
K00052,2.556725261,0.471356574,4.057167755,0,0,0,0,0,4.92504379,7.609906408,0,0,0,3.371659372,0,0,0,0,0,0,0,0,0,1.06500174,0.605501732,0,0,0.752226116,0,0,1.923260548,0,1.291302136,0,0,0.617075897,1.610248587,0.72909684,0,0.517054987,0,0
K00053,41.59403591,38.0840276,21.93731179,41.53036366,16.76303259,12.49009078,4.023931512,45.12589217,34.5682307,17.62919261,16.86121007,48.1156592,46.75446132,78.99915914,38.63933857,44.52433146,17.42080056,28.50196508,8.626697262,29.84540431,36.95918753,41.77447604,15.78014354,45.73144771,61.37594237,65.35757403,26.73504039,21.77623549,48.4404512,32.53003985,21.2774983,23.28498006,20.13896272,29.03554051,32.4468699,57.61597605,42.9562814,60.446856,42.04352386,39.16766011,30.53635864,0
K00057,0,0,0,0,0,0,0,0,0.342508269,0,7.355907347,7.551721069,6.90847285,0,0,0,0.654615098,0,0,0,2.757183513,1.066632976,2.697156498,8.665570187,0,6.927416092,0,0,0,4.341275501,1.738771208,4.408505353,1.945722659,4.506716402,0,8.368240619,0,0,0,0,0.566147968,0
K00058,470.2987017,487.7621193,341.3859996,155.197701,260.3584766,261.6904671,207.8930844,491.5315059,489.8765767,362.3205578,352.5510061,510.4780477,876.9384,713.8754329,660.0722926,413.4008702,408.4547064,273.6190077,346.0325286,325.2645052,414.4897403,460.7790938,485.5484535,501.5549592,776.202901,514.3266963,427.9226687,471.0197112,390.4445697,537.068457,586.5782975,506.7995649,464.8904134,455.2084399,630.1267294,519.1180958,706.3837512,789.3389846,653.6975117,398.0657182,344.1441953,42.34385948
K00060,0,0,0,0,0,0,105.3870427,0.613750121,0,0,0,0,0,0,0,0,1.355248833,0,0,0,0,0,0,0,0.566660233,0,0,0,0,0,0,0,0,0,0,0.577491942,4.018546563,4.776289056,0,0,0,0
K00064,7.467608033,21.83657481,8.526344499,29.13293555,24.86986672,23.35564254,1.797788257,20.99467176,17.6512727,7.077311214,12.63688603,1.713061317,12.15125485,18.08938197,37.91237815,17.68370053,54.11503675,0,8.97209901,0,15.67746697,1.318461328,7.764604958,5.659981098,12.26681769,21.92174528,17.98209761,46.50567983,7.501965253,12.2432301,3.432551884,6.221786479,2.893339478,1.671220962,3.913513814,19.63749024,28.61068829,26.68101622,36.29229526,10.65930671,21.38958711,0
K00065,0,0,0,0,0,7.147380223,0,0,0,0,0,2.537705725,1.741159824,0,0,0,0,0,0,0,0,2.82267507,0,0,0,0,0,0,0,0.547071303,2.629361339,11.11086715,1.765387388,0,0.417304693,2.530882529,0.733810332,0,0,0,0,0
K00074,10.20734894,34.45991859,3.609760784,0,0,4.341371691,0,5.152740105,0.943800564,0,3.378268559,0,0,0,0,0,0,0,0,0,5.435186371,8.534887109,1.238694095,9.133000753,0,0,4.405267273,2.162269402,1.102719924,12.34604332,5.749536796,4.672262084,13.48635254,16.09629616,8.423134726,17.56043108,0,0,4.176473409,12.08834089,0.900030103,0
K00077,10.95024218,39.73677835,42.26554663,0,0,17.1076216,24.4974281,7.159426958,19.46665462,1.886534061,7.137410496,1.390205879,1.068844368,40.13932114,26.27440862,28.79498045,33.27007729,25.45079923,16.56536458,56.28768358,9.609490612,3.984155557,0,8.492016233,25.82337092,8.266756581,21.43267515,12.78844417,18.58491475,6.715785065,6.344972873,0,9.497087239,4.364234348,6.22995281,12.37689923,12.69119781,25.47232998,17.54305615,8.133971499,23.73684229,0
K00078,0,0,0,0,0,0,0,6.111416827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12393566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1759336,0
K00088,142.1297188,177.9703976,165.2754543,66.9754855,59.17932598,65.92474498,17.97738119,133.0525491,182.2986913,155.4481715,66.51572105,118.1296026,132.2854587,90.66580936,78.47711721,15.88255225,23.2414231,2.221591089,14.49615023,2.766287366,82.9701706,64.73182767,126.824008,117.5494182,104.5923947,60.85755885,45.67879968,47.69011394,64.20311004,146.9596918,124.6472139,271.9773038,131.3316397,163.7694572,270.2071588,135.5067849,210.2701974,187.5830448,91.85545296,129.4471316,47.27021165,0
K00100,2.125614678,1.175631736,1.445595068,5.001565048,13.67831279,25.72924766,53.83727827,1.635708753,1.889811435,0,0,20.34576869,17.16051201,12.75919118,23.01561179,13.93770866,30.64590869,2.296602115,70.80767089,8.539186509,0,7.356520172,1.240144557,1.328134489,16.13216117,10.2512617,19.7287063,10.36570368,26.14118859,0,0.959378212,0,6.441390048,3.729914699,3.926176232,0,25.01027145,10.43017174,9.372022519,0,22.8060308,0
K00101,56.8863249,39.33597504,38.51365629,23.2655062,13.99393837,2.140641751,4.593276698,43.22201419,58.18496043,117.0045335,64.31974949,135.6207148,43.65028663,16.26370789,13.21321732,4.568743954,9.095588555,0,3.304032254,2.421861023,119.0764306,124.4021081,85.00667348,131.09828,47.97760178,52.665956,27.58866373,18.27389843,13.22198887,110.0693352,108.7520287,82.44241151,82.27316143,75.36795702,112.4137682,117.7567497,54.81011143,78.64225982,62.63760795,33.03845392,14.28506258,7.693829499
K00106,32.48617688,3.846950264,12.61492057,8.880117569,20.18115882,27.10637443,37.80902991,34.36968813,18.37937881,26.44611634,14.47323914,38.18761386,14.25941816,18.75699404,60.60715998,34.33262963,16.87564509,8.568701686,5.723394148,87.51898938,7.180409252,25.02429705,11.37288542,7.645901764,8.058930535,15.40790081,18.37003964,15.96678361,21.92387413,24.94401767,8.084315653,53.51916316,23.93683227,8.553325313,30.92619289,33.10814887,43.34274348,43.67960049,19.78985635,24.33716358,7.486400591,0
K00107,0,0,0,0,2.049426634,0,0,0,0,0,0.879945047,2.258422803,2.754736741,5.469637823,1.551664768,3.250068783,9.984251304,0,0,12.6663516,0,0,0,0.431921879,3.437940148,2.868532248,2.151468118,6.101453262,12.92525486,0,0,0,0,0,0.990343811,0,0,1.182769437,0,0,5.587315588,0
K00108,0,1.989765733,0,0,28.40829858,4.354102986,6.202110784,0,1.876626704,0,12.21639961,4.597378511,10.93502359,32.68493186,13.13914541,28.43388597,37.87028455,24.77636323,79.65721397,15.20427112,0,0,0.492596954,2.110189495,18.86322342,8.163107598,4.276328267,39.36022566,26.07064004,0,0.240266567,0,0.426430008,0,6.482540821,0,4.531625862,3.266302133,0,0,41.42429781,0
K00111,14.47093759,26.82827871,34.91131412,14.70339604,0,1.321892021,0,16.70985074,62.85165539,60.28026329,12.86050804,17.18292348,22.48877026,10.86963905,16.61712445,3.30630706,15.68518797,12.43333715,0,5.264615272,79.01980797,95.72906744,70.02367868,34.22990687,21.94441576,29.98926113,32.81175273,5.721811405,9.770142906,58.32623545,44.63587412,5.86396438,65.48321023,29.91438153,23.43643542,72.29834434,21.2165663,16.83999532,25.52261137,59.05616289,2.187035282,0
K00116,60.611915,41.84232156,42.54662835,64.56714877,20.05590855,37.92585556,27.84767637,53.01241897,92.34875315,26.72464305,30.53994603,37.33587499,27.85676993,39.28204973,13.2774827,35.83085212,20.4582352,36.7699592,19.68527649,39.73983993,72.79824043,67.00849026,100.0321816,55.98618604,50.29286414,34.9820811,50.34061825,30.97611906,23.94541308,52.84497604,39.87552508,46.73576381,51.01210791,46.39057379,62.06427298,44.18867496,23.54168446,29.57432651,55.27733288,45.01094004,29.16344408,74.82192313
K00121,54.02223712,36.64932163,24.79364157,18.42438783,52.02876118,38.75696939,6.570246973,29.75083719,16.61389149,29.9473133,12.36463248,47.96296199,104.617531,58.66983647,60.90892034,21.56232998,18.10428622,0,21.23445119,50.2401286,20.20187935,34.56163512,50.2966934,21.12951679,50.6685806,31.83830003,11.54409128,20.09809542,61.390649,35.33061486,28.49788152,32.52702141,36.84930525,29.81270967,31.22263924,30.64652005,60.20348148,51.51352738,29.41904307,27.67945991,48.00873293,15.13884209
K00122,26.74236327,19.93085339,43.28179993,0,46.33441024,27.33241834,30.7736582,17.6317618,25.60066634,20.7276395,15.38859111,40.40466877,24.78310067,27.12066114,34.01925594,17.683405,16.62666019,12.66840863,95.21144194,7.265583069,5.110021311,38.34484545,16.51036469,19.17328158,19.20834385,25.22841532,20.4586625,32.40167901,30.65257439,14.38048835,14.21013579,9.437956774,7.429355562,13.18490496,28.91189495,14.19944751,15.01821961,16.27019579,23.56305567,12.35217723,20.67308151,0
K00128,264.3245056,248.6078005,200.1269426,135.5355586,305.6073645,281.0106919,371.3390535,221.5738916,283.8833082,122.2599703,177.7392631,168.9857665,318.8812115,239.6372707,157.6477243,274.1868314,301.2220422,257.5333228,43.42823716,357.221216,80.03164984,157.3889828,153.2238367,162.2781266,234.7146985,218.5379591,229.5745945,217.4640726,353.4752905,142.8278226,133.5244031,122.8350132,143.198605,144.6557485,156.2371785,177.4132589,200.1865499,205.5981211,339.5848873,248.3510439,260.8956391,41.16763582
K00130,6.842454529,8.367862247,4.748358469,0,7.66594857,8.340777852,104.7975534,11.66917,13.42054355,16.62228242,14.19480694,8.942311155,14.11521499,25.64962027,43.49499851,9.630429426,21.21922228,2.56706972,89.93930774,8.257895166,7.918594375,9.013428263,13.13324565,19.46103794,21.63905448,24.67959049,11.28884411,27.2509097,29.06418414,11.9062694,21.16540606,5.561614526,20.36198136,7.288878201,11.21911322,20.01511752,11.16609802,5.072655624,11.16885008,1.311957494,12.53033943,0
K00131,0,6.084499778,1.481445826,0,0,4.202079129,0,1.11751622,1.291119172,0,0.462147139,2.372247312,2.77071502,9.250253622,6.785949071,0,0,0,0,0,7.706848352,0.919834294,4.795802781,5.743870923,4.808403619,0,0,0,0,1.588866154,3.982105614,0,11.90126817,0,0,0,0.457310599,0,8.951964903,6.159046968,0,0
K00133,74.37285132,92.66766109,68.73897566,12.49540717,13.95401206,0,2.493875122,70.55619045,55.75078894,95.070579,70.33697019,33.22180918,23.37183783,7.731779812,5.32768921,4.658668463,0,0,14.58948678,8.768334104,45.49681733,32.37279897,53.72960241,43.88894989,4.992274057,29.10623546,1.01468306,21.7015878,2.413138081,90.83985744,70.36116519,27.9173364,66.57030685,73.29995687,22.57264073,36.87359936,21.19224026,15.59735568,82.35903798,110.5351416,4.0624709,6.101489545
K00134,1245.028965,1503.219551,969.5584971,1051.507548,438.5213324,344.4591294,534.32473,1266.975046,1144.718913,1325.872262,1151.438662,2957.739736,1599.738477,1075.358826,867.1626188,744.2392054,556.5825255,518.4613193,459.312147,620.4413518,2478.837485,2493.337604,2148.219484,1979.050033,1603.373586,1806.761524,1046.083377,508.0404468,448.878169,1804.707961,1901.553472,3389.262374,1764.81871,1198.301968,3714.67281,1933.741143,1745.852133,1608.52332,1322.857171,1138.646038,471.4457771,960.8755486
K00135,10.64125647,21.36967187,13.71279696,91.95294223,17.72306583,47.90918902,0,24.53736417,11.14571108,9.085133057,17.17656223,12.36105392,13.72046239,9.573158277,16.59261301,0,6.115705135,6.864429527,4.810013806,32.24921397,8.946371871,14.09145063,8.413204293,10.06907868,9.893961533,11.13673379,39.2991006,16.77739923,20.0177589,5.148393711,20.52733615,23.53847485,6.313384068,8.613336907,2.46629284,22.40207426,14.87892021,13.43522951,39.22076389,13.28279423,64.82386044,0
K00147,0,0,0,0,0,0,0,0,0,0.597328296,0,4.662435754,0,0,0,0,0,0.732583576,0,0,1.532057631,1.111285653,1.248919165,8.359572917,1.140671011,1.1103723,5.552039385,0,0,3.015343479,4.106206629,3.062039685,0.81087074,0,4.600193715,6.19986632,2.022305125,3.662679882,0,0.649367407,0,0
K00148,0,0.810976981,0.997203706,0,10.86792072,14.99140871,0,3.385045092,1.303634059,0,1.866507023,1.596827754,13.14730374,21.27032285,10.97111384,27.57570476,21.17822611,4.014415976,14.06482228,11.94106598,0,0,0.855479363,4.580883899,8.334208011,6.084624946,13.69084478,23.29592026,9.138858175,0,0,2.796563977,0,0,16.80544651,0,2.770460009,3.763270445,0,0,5.387094557,0
K00150,220.776617,256.7647678,160.0668014,184.4348992,13.4116876,19.24722932,4.465218962,294.9661471,315.4036518,211.4186428,91.66492044,128.777904,228.8914154,92.34582468,8.676743146,26.33372881,10.94999049,2.987466654,0,1.77169699,287.6293611,319.64187,285.7708027,445.5002057,283.951126,222.2083965,32.13904158,14.03995392,11.7568939,203.4394784,197.4851118,80.79542239,238.7833776,189.1719159,182.4065672,202.2059577,121.1436115,117.4619854,165.3172652,186.2165736,6.039576149,29.73577465
K00154,4.993878776,2.01154054,10.96408979,0,7.081308344,4.884043152,0,0.960725774,8.276592192,0,6.218895203,22.75915375,6.21899818,3.149839676,19.98299072,14.03730366,4.150727949,18.05720663,0,0,3.418907556,8.641634425,0,2.340220468,10.25901984,13.36534658,4.955925683,6.516030072,13.70247059,0.586201575,1.126972481,1.190559217,0,7.239075946,7.738103308,0.903969505,10.66674572,4.179533254,11.72772275,2.964007514,16.95188747,0
K00158,0,0,3.741024813,0,1.359038975,0,15.26940342,0,0,0,5.800801238,15.79820254,15.36590319,28.80294114,23.60472835,10.58558368,24.1007949,0,157.0392749,0,0,0,0,3.40329043,10.23002467,26.10782079,24.78381592,10.85206863,17.36498004,0,0.827584842,13.88541757,0,0,3.94036795,0,2.853031855,2.306769491,0,0,19.13908466,0
K00163,0.665911568,1.584566823,0.800436771,8.935850525,0,0,56.12482988,4.046238881,2.402042743,0,9.925702837,13.44136409,2.83758055,0.878165134,0.996495887,0,7.966287045,14.11888346,50.36601233,154.626319,4.412997532,5.066123414,15.13813958,14.05277956,14.80011303,1.381651813,1.381696082,0.587762886,0,10.9843125,3.739488697,0,3.078670258,6.672458513,1.57525157,6.817586802,17.58372125,10.56320825,5.473906407,2.358308523,0,0
K00164,9.588566496,2.326421618,7.140956809,0,28.79004801,48.09921408,25.04282131,20.47097421,9.088823452,26.35072732,9.873048394,15.49803707,14.36174585,19.51747063,2.814811437,10.416709,9.841233119,2.486888621,2.156323859,37.65627778,28.37256543,32.95467037,28.83388201,32.16937888,22.13407939,6.434662626,16.14562637,7.774139998,13.54016694,19.18307947,12.45688506,3.583427552,17.67192607,15.57262695,2.529527506,11.38420085,6.785817385,9.960854575,22.08351807,8.759277024,6.972969212,0
K00167,0,0,0,0,0,0,0,1.317825731,0.609018477,0.764580219,0.435987867,2.237969162,0.341223523,0,0.256268659,0,0,0,0,0,0.735387663,0.948297091,0.399654133,1.070025333,0,0,0,0.604619482,0,0.321636638,2.164212435,1.959705399,1.556871821,0.601008897,0.49068733,1.239973264,1.29427528,0.586028781,0,0.415595141,0,0
K00208,20.13898651,12.77374297,12.6213424,0,0,0,0,7.33938098,14.32003423,6.776751571,12.77114308,2.652912282,15.56692763,2.935143804,0,1.371253314,0,0,0,18.04421972,6.481506549,13.94121341,6.29126406,16.55000061,5.515526727,8.262802007,0,0.560224345,1.100146482,22.78343558,22.52718287,22.93170421,16.55902842,19.88912455,8.86005715,27.44228307,32.08052131,29.7369204,9.154658573,10.42116911,0,0
K00215,22.01198752,0,1.077258454,53.30841249,0,0,2.672842759,1.206299892,6.96847567,6.829511622,8.410966174,4.626067301,7.890421774,16.7111913,2.118914031,0,21.38984282,21.68345104,0,2.882808051,7.768428301,5.110422666,7.228176998,2.938411537,23.47031678,21.69461583,1.643326143,0,4.936259346,1.329699048,3.83451947,0,9.424192907,6.269802858,24.88023341,9.151598966,24.62309037,6.719467083,2.79361509,4.683225766,0,0
K00218,0,0,6.691441846,0,0,0,0,0.771765345,0,1.048725456,0.638324777,0,7.993302412,0,0,0,0,0,0,0,2.780475269,10.49341718,14.99165862,8.106809985,8.550621147,18.72787048,0,10.62259642,0,0,0.848145956,0,5.065328822,0.549576803,10.77614439,2.904688751,15.70480017,11.68689119,1.657082243,0,0,0
K00222,26.05852671,6.665459863,4.004086251,10.87776711,21.40950979,0,5.817630589,26.0880272,0,0,5.796803646,0,2.93280867,0,12.5955848,17.30080004,16.68610851,16.87554152,0,0,4.312627072,6.399797854,8.010874401,9.196844196,11.55248265,6.98259822,21.83058454,3.7146251,7.286132419,26.4569541,8.41812509,2.939003569,1.556578127,8.851831845,1.00488518,12.17339733,2.650563749,3.836768259,24.60026367,5.106617263,3.092375453,0
K00228,1.081808662,0,0.367860008,2.545492581,0,0,0,2.497428978,4.224398131,1.811207611,0,0,0,0,0.809430211,0,0,0,0,0,0.77424605,5.454565146,3.238300875,7.598856051,16.94711216,2.114994857,0,0,0.561874574,4.042021811,0,1.031628785,1.639137992,3.20519317,1.651150749,0.783296579,0,0,0.539333371,2.668233318,0,0
K00232,14.27477013,2.870987331,5.663019212,2.79904099,3.607100765,3.317133866,0,0,0,2.655488311,20.82186406,0,0.808080729,1.06965065,1.820675461,3.304976219,9.095975457,0,0,1.651367257,0,0,1.388051706,1.48653585,2.842889556,5.048770565,0,1.43185132,0.8425608,0.558543309,2.147598934,0,0,0.695794485,0,0,0.510847407,1.017677766,2.097957335,0.721708469,4.092314639,0
K00234,80.73883967,84.73152307,77.30874776,53.56898399,38.9302601,69.43567491,3.68536337,93.55727246,78.34097018,43.35509889,45.65214022,17.90298255,33.43231799,42.39424758,36.65894498,51.45316129,59.7436388,12.94230984,14.50410909,115.2109195,79.78151081,46.30311457,48.78736225,32.75034301,50.70435792,64.41749046,42.53210082,29.64235805,31.83871652,57.81117324,39.43406671,6.084279854,68.65239097,30.49864807,32.71315497,55.06817292,72.32780232,62.20503878,125.2524879,55.0465685,43.86001187,0
K00239,41.32518909,22.85102279,16.15593006,10.03641461,7.217415978,12.45709766,21.6919245,39.77272328,22.59601426,38.06100027,9.875595443,19.26237582,10.87199082,4.79735101,2.745735634,3.556609715,9.332961147,10.04686047,84.44871338,1.228643591,81.89175159,32.42869046,20.57475587,31.17392547,17.29615754,8.80491847,17.62549894,8.566808003,0,40.06767561,16.08288872,6.674775303,33.62337975,29.82903532,6.545156101,23.48772329,23.09119424,24.70173029,19.24621933,18.42510232,19.68604428,134.9342819
K00241,11.21692931,10.88565855,17.32583158,5.109254248,1.394247239,0,0,5.289827038,40.3134653,5.897031312,7.73787401,13.87197448,3.748154758,8.682459626,5.360568309,10.29093708,26.13341877,4.259921642,45.82171047,0,25.73762627,32.76035319,21.74643302,20.9386426,4.009488154,4.754237044,17.11813614,15.33245576,1.95404256,9.955589656,6.042700883,29.60938808,13.88749237,16.59257074,22.23347511,10.1648174,4.102666856,5.076230786,13.1473744,10.0106996,11.16855537,0
K00249,96.13178585,113.0835827,95.59291708,14.73332345,114.875998,144.8301425,215.1423564,79.875906,73.61919511,61.78982548,40.57282721,74.98910784,140.4312605,126.456771,111.4031961,157.7106332,178.28154,137.7533467,57.90396808,92.64562352,16.65106505,28.08619181,37.08300758,60.70657831,96.34708189,107.5962164,157.3200959,179.0408548,152.6938049,38.67842653,40.83965717,20.77467385,19.44882041,31.7337401,57.9869763,40.33774111,43.66550296,45.28968612,91.87784865,48.29156749,228.0540397,47.91600144
K00252,7.68931017,21.83532886,22.85891416,11.15628217,3.14318741,7.776269823,0,14.51160729,14.92390044,24.12424714,45.19392911,17.6627564,11.27438854,9.871570225,16.77177213,7.382276007,35.40740341,0,1.934694442,0,12.23996514,9.698619469,9.715210823,0.709779007,7.066030976,15.00299752,29.25153306,13.89285598,3.568696411,14.3455476,9.192905838,12.02399407,6.527268811,12.08618627,1.627436074,7.364523814,12.57100774,8.31180211,25.35483882,20.79741061,14.0753514,0
K00264,32.34458449,27.48356614,42.22250106,37.46911644,29.13046609,36.79809123,4.143391073,72.65381125,64.09611654,54.8601839,54.36408766,92.45596133,88.29970973,53.41353883,48.76082599,24.09516476,42.74639927,12.75250744,25.24449359,26.64849143,73.55299423,84.83288853,74.9985623,60.86038736,55.79735894,27.85518015,35.18818632,27.51162423,42.12321237,66.02624626,71.11320134,74.49886125,62.84241683,72.85711838,107.5159101,48.50231791,44.78825312,56.69259466,80.4125293,52.2936222,36.12929112,0
