,X1_050_06,X1_090_07,X1_120_01,X1_200_02,X1_300_04,X1_400_05,X1_600_03,X3_040_07,X3_060_01,X3_080_02,X3_120_06,X3_150_07,X3_200_01,X3_250_02,X3_300_01,X3_400_02,X3_500_04,X3_550_05,X3_600_03,X3_800_03,X5_020_06,X5_050_07,X5_080_01,X5_120_02,X5_200_04,X5_300_05,X5_400_03,X5_500_05,X5_600_03,X6_040_06,X6_080_07,X6_200_01,X8_040_06,X8_070_07,X8_200_01,X9_040_06,X9_070_07,X9_380_01,X12_040_06,X12_120_07,X12_300_01,X12_1900_03
K01113,0,0,0,0,0,0,0,0,0,11.47303274,8.504972828,6.716441993,0,0,0,0,0.873314367,0,0,0,4.413991635,2.845965222,1.799122511,4.495802929,0,0,0,0,0,2.895822503,5.103283651,0,4.153225444,3.006178891,10.30832385,1.488529626,0,0,0,0,0,0
K01114,4.080920939,4.306041332,5.210141219,0,1.511049843,9.542089449,36.3549661,2.796853832,9.315897689,13.53098723,2.657423471,10.2282909,22.30007407,40.20050262,13.53031161,18.00261683,16.03732905,9.341817628,34.17916662,35.4760975,8.196656942,4.959330466,4.525706971,12.33180603,19.54258226,9.601487197,21.29256885,6.963978931,10.35328452,7.252004111,8.996336891,12.63996354,7.235345129,12.72423534,36.98934127,1.82805516,12.42640554,15.06976727,1.113172077,4.384264024,9.692069203,0
K01118,0,0.744247222,0.457575311,0,0,0,0,1.035504281,2.093642097,12.0156417,12.84693677,35.90317466,0.67030566,0,0,0,0,0.921024273,0,0,11.55687061,7.91712082,10.20614149,11.77107187,2.8681661,6.049292925,4.188106211,2.375450892,0,10.10926126,17.91669037,29.51421894,9.175041495,6.690252236,13.97676845,7.307477723,0.847499256,1.726808306,2.373226755,0.408201306,0,0
K01120,12.10433938,15.66572453,14.2256641,150.9092674,28.62032808,30.72362981,13.08611206,7.595097684,5.25560092,28.2992993,35.29895322,53.8066471,16.21615345,39.39151546,19.66743214,25.25176269,19.70211394,73.36297394,18.13631778,46.6310417,46.23267671,20.64793081,22.56018391,30.29635033,22.32480618,20.98395761,6.083952412,12.15792478,18.51271831,38.8707102,33.37929962,51.16303539,25.26176707,18.29902476,17.77620794,46.83692879,9.747293546,12.499294,7.193555717,11.6462596,24.70681875,0
K01126,0,0,0,0,40.69862269,49.53566898,0,0,0,0,0,3.517567188,27.35252616,6.389354503,1.208384247,7.593132227,0,0,0,3.288042634,0,0,0,0,2.294873113,6.701748828,3.350981778,5.701927497,25.16438261,0,0,0,0,0,0,0,11.18864899,4.144954458,0,0,131.7230889,0
K01128,0.950405725,3.679542679,2.58542029,0,0,1.943388898,0,2.92543513,1.68994656,4.243220065,0.604904632,2.070023832,0,7.520036086,6.400007876,0,4.037364325,0,0,0,0,0,0.554493954,0,6.077208485,5.915784568,0.985995686,1.677739923,0,0,0,0,0,0,8.169558681,0,5.38716674,13.0092253,0,0,0,0
K01133,60.14465147,52.89759547,57.01682396,6.432735769,11.96840847,1.375786803,0,1.402505296,14.17832926,6.10282404,0,0.73271785,10.72489056,1.774557564,3.523931526,21.35251824,0,37.7619952,0,0,0,1.096482891,0,0,4.780276833,12.56391608,4.188106211,7.720215399,2.795627976,0.427880065,6.992094823,0,0,0,3.855660262,0,2.118748141,1.726808306,8.035850634,0,37.57308767,0
K01134,0,0,6.979173175,0,0,0,2.152377146,0,4.055022525,24.18129023,0,0,0,0,1.706311424,0,0,0,0,0,0,0,9.313547942,0,0,0,0,0,0,0,0,0,0.575894797,1.333897468,0,0,0,0,8.043926866,0,0,0
K01135,0,1.396765739,1.654056643,0,30.40412363,37.53142406,47.1818819,0,0,3.020479399,2.407016348,9.416837349,38.49279301,34.47039354,78.5614718,37.1816035,87.5949199,191.9203386,76.70262518,74.71990124,0.73649936,0,0,2.531756369,7.160592642,53.70961848,41.6321067,39.31351517,54.48333218,0,1.707329947,1.28800082,5.146141876,2.845190572,11.52789564,6.02816558,20.59567227,18.71229928,18.20407522,0.656724581,42.087713,9.388303853
K01137,2.814379745,2.334859308,2.871019042,0,0,0,0,1.082864554,3.127711173,1.570649288,4.47816995,0,0,3.711438998,0,0,0,0,0,0,0,1.948052163,1.641989848,0,1.99956386,0,0,1.242047773,5.846980062,2.642905705,4.445862755,17.44492273,1.421433359,1.646174239,3.02400331,6.113356557,4.431304252,3.611572721,0,0,5.169940358,0
K01138,1.575759492,2.614555996,0,0,1.167924119,1.611055901,2.97446564,0,0,0,0.501461739,0,0.784932583,2.078019231,11.20063107,12.03893751,4.685725783,0,0,0,0,0,0,0,1.119547474,2.724524625,2.452150728,9.735843217,16.36849887,0.369937973,0,0,0,0.921686097,0.564375618,0,0.992427515,2.696139358,0,0,0,0
K01142,0,0,0,0,1.141177765,0,0,0,0.342217762,1.027453134,9.374181316,9.022238762,0,5.07607751,0,0.904864358,13.08119739,0,0,1.874117607,4.611711004,7.008838793,6.444726886,14.19083665,2.734772455,5.312922157,0,2.304483292,7.197141489,8.212172774,4.15471092,1.755652233,4.108183705,1.615287603,1.102901971,10.11873538,0.484850084,1.317197854,0,5.026340825,2.262671098,0
K01163,0,1.4435972,0,0,9.737866721,51.49160091,0,0,0.673580536,6.295837429,16.98601603,0,6.291461379,4.3315045,16.00368931,26.4275165,14.23564623,5.994990323,0,11.14523499,0,0,0,2.840300968,10.52924872,3.319606308,7.951002603,10.40582162,25.53903927,0,0.494155002,0,0.552970155,0,3.256230609,0,10.0232479,6.339240309,0,2.50285993,15.46528161,0
K01173,0,0,0,0,0,0,0,0,0,0,2.313820789,0.65983737,0,0,0,0,0,0,0,0,8.239156394,0,1.767495747,1.135741175,0.860960407,0,0,0,0,7.112292139,8.47749626,4.044563323,4.896259102,2.480799963,2.170095833,13.16126495,0,0,0,0,0,0
K01176,5.848884959,13.71608008,3.436910324,0,7.001467053,27.82128236,21.54617261,25.52868532,23.67777215,7.608858039,12.78062682,77.74645907,12.53214324,13.10158358,16.86719687,10.35156947,4.537175299,19.05130832,11.32626842,30.51391337,12.31423019,48.02664957,27.17618072,28.04683499,21.08788061,14.85022727,11.44059829,12.56754501,16.76925605,11.82630803,17.35779038,43.67777725,18.50988264,9.083215709,31.51910364,21.50169061,36.37420472,25.75078443,19.12667081,11.19239376,25.36927804,0
K01178,5.357050821,2.962869527,3.643240859,0,1.134442315,0,0,0,0.340197927,1.708379073,11.69006254,0,0,0,0,0,0.650199482,0,0,0,1.095434124,11.65381965,5.3579264,11.95433024,10.33079895,7.409971863,0.793950995,2.026443879,0,0.718665337,0,0.729794731,10.8225491,2.238158483,4.93376594,0.554119587,4.337895647,1.309423499,2.024546517,2.321515858,0,0
K01179,251.9468883,307.0205736,184.7128369,97.82685945,309.0155227,289.9515068,345.7503216,222.8165976,176.8039631,180.6053792,188.3182494,304.6126604,263.9788293,342.2588885,458.7396972,415.0068729,662.8217371,290.1025883,125.4504692,232.9949387,78.40862187,104.9725755,82.98450083,164.0784467,381.3232829,442.9808011,468.1927803,661.0640712,398.850127,71.12777565,92.79555796,187.4017228,90.50131164,76.06435595,250.3669296,149.7466525,121.3843103,114.1337907,328.4764646,183.0456797,492.6923281,85.02868658
K01179||K01183,0,0,0,0,0,7.408927736,54.71591883,0,0,0,0,0,0,0,2.711025736,2.129411333,0,12.39981781,0,0,0,0,0,0,5.148577603,13.78250541,0,1.59904354,0,0,0,0,0,0,0,0,6.845967048,1.549876517,0,0,6.655911239,0
K01181,0,0.718161304,0.883074527,0,0,0,0,0.999209782,0.577217083,0,0,0,0,0,0,3.052460881,8.825597551,0,0,81.95175791,0,0,3.787852116,2.433963205,0.922545558,0,0,2.292191168,8.092923048,0,0,0,0.655811528,0.75950099,0,0,0.817794347,0,3.435067481,3.151150566,0,0
K01183,14.95433383,13.48328102,19.18948347,52.75618967,61.531941,219.4063539,390.4786302,11.23766198,22.18628555,164.5184595,23.81254454,41.02146683,17.23389961,80.73091608,92.11731461,173.744956,365.6440314,358.1291619,98.06503675,104.8674556,9.211058789,44.87139078,21.63736533,28.33731077,22.55348834,28.71031393,61.70380396,88.40926909,43.66594794,9.723984441,18.79207315,22.71237251,7.134308652,5.345736266,33.13441128,13.84468814,73.92608158,78.94489861,3.922853666,38.15359805,119.8731049,0
K01186,19.57447433,10.25641944,12.61162735,29.08969274,0,0,0,14.2702128,5.495683196,0,0,0,0,0,0,0,5.251781516,0,0,0,2.949341365,2.852425983,1.202137857,0,0,0,7.481703925,0,0,3.386129188,4.184892702,0,2.081326939,3.615604033,0,0.745954404,0.648851587,0,1.816959644,3.750262621,0,0
K01188,11.94332044,41.18411745,27.95623465,82.84376441,21.7440693,16.92986452,0,30.80764934,22.89495072,12.89480692,21.5938106,25.47885493,6.712732352,23.84529365,16.72153719,8.302218505,46.85505466,3.867585197,1.764159066,97.44554281,6.140634085,4.112501922,18.48629068,25.33482654,9.291131771,8.507531064,32.5615516,10.04826562,5.03394686,3.990697035,9.32042821,42.11903702,8.24976067,13.59131419,17.50900891,3.076986293,4.210648347,0.604270922,24.7204997,15.36295471,37.43212442,34.36776757
K01189,0,0,0.62476629,0,2.723580132,0,1.734101426,0,0,1.02537327,4.092902293,0,0.915225036,0,2.74944108,0,1.561005235,0,0,0,0,0,0,0,3.263458223,2.541418921,0,1.621702051,3.817107429,0,0,3.504196563,0,0,1.316114801,0,16.77885547,15.7183833,0,0,3.375112885,0
K01190,25.32652083,18.30358063,22.60223682,7.493572896,5.661581241,7.090492446,11.55892399,8.113981427,7.999529687,21.22378472,23.84954426,42.58930063,23.10093763,0,12.82396609,7.679951273,9.79295647,31.16318283,0,12.3544983,10.75286948,33.63077763,18.04700697,14.63774739,8.285118178,17.22943755,10.20034644,17.77608197,6.073315821,27.87917776,22.79889759,5.501130464,26.49369352,21.35986498,14.52000204,16.05183596,13.64922207,17.36488856,11.26847642,7.894697284,29.35514031,0
K01191,20.88835386,7.37208054,38.35361624,17.86027477,16.08653589,38.58643589,23.73807726,17.72179049,10.96135579,7.105950252,13.09932043,26.56908687,22.00364706,35.15085191,59.36939079,55.58752635,24.13024075,19.96061181,39.17123885,112.4519696,8.300741715,4.454802359,9.300535744,9.35824058,14.646205,17.00831872,22.79340618,11.47569182,13.80337376,6.005701465,11.15893781,18.21076804,5.060326732,11.48166197,8.699448491,6.890404374,15.27972802,5.656176042,24.13601163,8.090530529,18.48504524,0
K01193,13.65379797,12.72513134,20.25503905,0,6.719722767,3.14299136,27.21900514,13.51688669,9.518739923,2.419750296,2.601561435,5.993497232,2.971192732,6.846995154,6.969357409,4.300244643,7.249635518,6.902565247,1.474364943,10.78780771,0,1.755045574,6.360183922,0.393828769,1.987694448,13.90620659,1.451219206,3.269698211,1.30947991,3.686568506,1.56011962,1.229455328,7.029830692,4.203302941,3.511346217,3.256886847,9.062062145,10.12511384,11.33100598,6.584078548,1.558839414,0
K01196,0,2.754429362,5.080404067,0,0,0,0,17.24562068,0.553463294,2.779338246,6.339466926,0,0,0,0,0,0,0,0,0,0.8910733,6.032548366,2.905578743,2.33380011,3.53832288,0,0,0,0,11.6918668,5.619403247,0,2.515293599,8.010703859,0,2.704468436,1.568280517,0,0,0.755368397,0,0
K01199,11.32188109,0,3.84991119,0,0,0,0,20.32903726,11.74354756,4.212344244,0,0,0,2.488438829,0,0,0,0,0,0,5.402016097,0,2.201836698,0,0,0,0,0,0,0.886005291,0,0,0.953040038,4.414895569,0,0,0,0,6.65588959,1.144830689,4.159598583,0
K01201,5.014571644,1.976357288,8.427355348,0,0,0,0,14.94662347,16.4231029,3.731376761,6.67644157,5.586390555,0,6.612923077,1.250666569,5.894116453,0,91.04827983,212.5117123,0,2.557450534,6.941953842,10.99612464,0,2.375172541,0,0,0,0,1.677828917,1.612812979,0,10.7123063,0.97770017,2.394698754,7.762037361,0,2.859993131,5.895916929,14.68667733,4.9128715,0
K01202,3.36162025,0.619746606,1.52412122,21.09302,0,0,0,2.586843101,0.996233929,0,0.713190029,6.101459135,0,0,0,0,0,0,0,0,0.80196597,0.775613361,0,0.700140033,0,0,0,4.945190206,0,2.104536025,2.022985169,12.82276372,1.131882119,3.932527349,0,0,0,0.958627327,0,0.679831557,0,0
K01204,4.560643104,13.09700984,15.93273155,1.17927569,18.16198847,23.99152687,7.600074209,27.22560775,9.159039661,4.223301859,18.81828777,20.88416538,3.671248527,46.66042017,27.75198035,19.27982844,41.76693867,10.16783012,5.803484253,124.5956946,1.357377898,13.38355735,15.54488815,1.414815472,15.25523205,23.55835724,28.05742887,21.26766633,83.72165873,1.457375257,1.729353103,7.199146962,3.646703952,6.495031753,4.210106712,3.374385881,1.544186579,1.426818814,18.81494972,7.766931189,6.754926467,5.288298566
K01206,0,5.092911237,6.809903324,6.731814895,9.581288956,19.98175698,13.4112893,8.806274388,10.88704034,2.39496168,8.414139766,0.778909677,12.71821323,17.68004545,27.25736888,13.71792364,1.362209422,58.77877747,0,10.85155993,0.511893172,8.535880651,0,4.500327399,4.700030065,8.090628143,14.46277079,16.46522284,7.638140424,2.0149813,1.593818456,3.4103095,0,0.836707947,5.009875628,4.143015476,11.86804916,4.827312196,0.63070979,6.509025549,14.92281532,0
K01210,0.432414229,2.152431044,0,0,0,0,0,0.9982577,0.169456002,14.05441533,8.152666249,38.61440648,11.40700474,1.710727599,0,0,1.08792893,0,0,0.950555535,19.85406807,5.751678531,19.74236327,13.80504008,9.62310613,9.035282609,1.453126358,0.381667848,2.353055916,20.23651116,16.35585622,31.56753145,7.500131486,5.100610306,69.61895965,24.1644716,12.954264,11.81263699,0,2.420040272,4.44826693,0
K01220,6.673804909,6.151896461,10.59040112,15.7034432,23.08367671,4.54886372,0,0,0,0,8.495351818,24.22638186,13.2976814,11.73469683,13.31592053,5.229583715,5.670121956,3.045249374,0,0,0,1.539820644,3.89368916,6.949919444,3.16107522,9.231330494,2.307906568,17.67178265,13.8650814,0,0,44.54967542,0,0,1.593531156,0,5.604296554,9.515785969,1.961692949,4.048996776,26.15381593,0
K01227,0,0,0,0,0,0,0,0.683412561,0,0,0,0,0,1.171173265,0,0,0,0,0,0,0,0,0,1.109811011,0,1.842653054,0,0,0,0,1.60334441,14.39737903,0,1.038926012,10.81480636,1.929116918,0,0,0.783141608,0,0,0
K01230,10.31529076,2.727610204,12.98681788,0,3.084687674,4.021530656,0,11.72270302,0,28.14499353,9.853748754,5.111542012,7.119053203,7.275586704,4.767765366,9.810294979,17.98493581,0,0,21.78967367,4.939806852,6.394369697,8.761945845,15.02027584,7.868488233,12.29064223,4.867968567,11.287983,11.3649178,11.92848013,8.588690229,0,25.56385712,24.20983721,4.159629319,16.10309417,11.85485807,9.284865819,9.598049294,8.818917714,5.555731696,0
K01235,6.656577681,6.692634782,9.701057777,0,0,2.459822926,0,11.52356621,8.530805099,9.563212111,5.6296902,0,0,0,0,0,0,0,0,0,9.152171956,12.14127081,5.828614277,4.453744068,0,3.801136086,0,0.530895171,0,15.97167998,17.29971642,0,11.07837261,7.921342517,0,14.16873951,0,0,4.580697216,10.72910442,0,0
K01238,0.682947681,4.343822151,4.644613199,0,0,0,0,0.525543745,0.455389099,1.905697499,0.217337819,0,0,0,0,0,0,0,0,1.390428864,7.087351631,14.18164385,17.93030674,1.066804791,0.485221478,1.416998812,0,3.013998545,2.128274345,1.282674327,4.161275926,0.325634519,3.794232387,29.76026623,0,2.719730673,0,0,1.505588268,1.450205015,0.250911327,0
K01251,4362.083038,4332.811221,3179.919692,2490.486427,3499.614905,2623.253056,2115.868873,3794.081469,3732.265403,3032.518931,2563.466229,3250.441147,4080.033504,3736.87027,3715.347406,3578.63051,3525.160499,2518.623119,1988.969664,2124.264079,3899.441403,4075.665336,3845.616073,3638.437522,4809.392497,4250.820197,3892.383065,3560.710197,4002.287563,3231.327951,3365.893841,2492.471879,2928.558968,3189.406961,3596.224031,2988.407867,3396.354982,3645.899005,4218.054116,3406.103438,3099.047227,1452.540189
K01256,2.775584655,2.007579589,2.458469518,0.658344105,1.233225101,0,0,1.291826703,1.233838774,8.111239228,11.14788993,42.47126913,5.537813762,1.466072851,1.454278828,0,0,0,3.191979831,3.387497636,9.980277566,9.463809124,16.09540496,11.84588238,2.181353794,6.166444595,1.451334586,14.46529377,0.871910174,11.92685367,18.38327106,25.5642603,6.340205325,6.037770464,11.80343835,11.13679159,3.167168215,3.111697212,3.427894922,3.707390517,0.611294506,1.944802771
K01259,0,3.968337954,1.219899396,0,0,0,0,4.140993897,3.189523646,0,3.4250035,0,0,0,0,0,0,0,0,0,5.777007827,0.620797256,0.523262575,0,4.460489539,0,0,0,0,0,1.2143908,1.710546544,10.41846042,4.721364357,0,5.1951449,0,0,3.954400806,0,0,0
K01265,18.01463518,14.80968252,27.34826987,4.543975054,16.18544531,27.93814524,55.42250251,7.45707405,18.13557475,11.40086154,13.33653569,0,31.1311712,62.74709751,5.937350902,26.14723426,17.69474856,1.574729714,0,4.670824399,4.927608107,10.08846039,6.451667309,17.79927492,18.91502361,35.73611383,51.74623027,41.58158118,28.90044053,24.95307675,7.139752501,0,12.06342465,6.55975623,44.54100664,12.17335254,12.4467491,11.7918586,12.89249733,31.12283212,21.66383474,0
K01267,0.897762085,0.496532889,5.494977099,29.5740414,0,0,0,6.217634754,1.197254425,9.018416533,2.285594159,0,1.788807785,0,0.671722994,0,0,0,0,0,5.782721979,7.456935581,3.142680865,14.58451938,7.016273781,6.209005673,0,0,5.595403769,4.215316963,4.862367913,6.848953915,6.801368819,4.200919423,37.29903193,5.200283521,2.827093217,3.840198492,3.166649745,2.178688671,1.319331961,0
K01271,0,0,0,0,2.43299925,13.42449474,21.68724315,0,0,0,0,0,0,0,2.456101074,5.787532068,5.57784149,2.246766265,28.33820069,10.02466525,0,0,0,0,12.82722024,6.810818881,8.513796381,10.14076979,0,0,0,0,0,0,1.175697489,0,6.202223311,7.020688382,0,0,8.442054508,0
K01275,67.07754536,110.040285,105.670514,225.0828148,55.73511531,63.41220459,52.16579706,125.5684049,81.4829084,171.1764017,94.86297393,142.7212899,30.19961166,38.02118339,38.61960702,48.39513544,54.47919185,27.79575176,11.71277611,42.12532197,142.708705,108.3172342,128.2459036,158.3610599,59.23513498,55.09386066,57.61680427,63.42861888,70.03172419,133.975263,136.1319537,215.3752617,172.8365708,162.7478018,140.9858251,112.063046,101.2068427,108.2769614,73.14586872,96.57818345,81.475277,27.7501932
K01276,10.69206441,1.971183578,0,0,0,0,0,1.828396956,30.63028141,2.652012541,6.049046321,29.75659259,0,0,0,0,0,0,0,0,0.850251879,4.111562976,1.386234884,4.453770366,0,1.643273491,4.929978428,0,0,2.789061158,1.07239397,0,4.200112315,4.864186315,0.850995696,6.021336138,4.489305617,8.130765812,1.047605659,0.720763824,0,0
K01277,0,0,0.350521916,0,0.764025318,0,0,0,0.458233664,0,0,2.245170653,0,2.718771328,0,0,2.189484912,0,0,8.394684659,0,0,0,0,4.394271515,0,0,8.188628415,0,0,0,0,0.52062721,0.301471432,0,0,2.272270153,1.763743634,0,0,0,0
K01279,42.82447398,43.5688607,32.19469978,30.82330419,62.90069287,72.69694173,25.96222518,58.68795127,39.01066867,9.96849595,55.70694673,69.19861163,69.13651593,76.15940813,108.2361877,45.92482096,95.32060291,213.8194502,104.7441057,33.78147643,32.61120166,45.07506031,28.24561242,22.68956612,52.37018666,92.84434614,111.1039274,127.2310914,93.46719733,14.9225228,29.44670952,32.83748685,25.42278765,45.55438218,54.73575173,18.37061409,90.22420538,88.90730733,70.55856194,36.77809356,104.9972489,77.1700359
K01280,0,0,0,0,0,0,0,0,0,3.099965699,0.707079466,4.839345801,0,0,0,0,0,0,0,0,0.795094781,0.38448398,0.324076944,3.817777046,0,3.457511788,2.881352141,0,0,6.259513513,1.253532732,0.529704132,2.244368462,0,1.59158069,0.804389021,0,0,0,0,0,0
K01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.77317512,0,0,0,0,0,0,1.311580006,0,0,0,1.310502033,13.76071223,15.05237436,1.968320532,0,0,0,0,0,13.57329252,0,0,0,0,0,0,0
K01286,15.23840449,7.374529399,5.181692291,64.98885623,4.4948171,0,23.84872228,6.596042745,5.503852714,2.12606252,2.820599671,0,1.510427063,2.66578859,0,2.970030841,0.429363355,0,0,2.057772785,1.363257997,6.592306639,3.333945808,0,0,3.293444248,1.572871737,0.446058359,3.149751231,2.683117807,2.579146884,0,0.962040416,2.785368269,0,0,1.273136411,3.026401417,6.718746889,1.155642312,2.228025522,6.620084144
K01307,0,2.621382513,1.074445769,0,0,0,0,3.647246148,0.702305903,1.763392151,0,0,0,1.041722434,0,0,0,0,0,0,0,2.187108173,2.30435912,1.480713908,0,1.092655306,0,0,0,0.370903869,4.634907273,0,2.393797694,3.23432406,0,3.431779791,0,0,2.089740792,0.479254623,0,0
K01322,6.004216985,3.320803206,0,0,0,0,0,0,0.44484536,1.277514238,4.368866644,0.623225965,5.981757455,51.46706064,13.90560624,2.352447801,0,0,0,0,5.734107251,0,1.669425365,0,5.283490908,0.7915895,1.038176273,0,0,3.761891318,0.774882402,3.274413182,0.867110199,1.170653125,10.0423363,0.828733707,29.17278329,29.23067573,0.504647366,0,3.887940691,0
K01338,63.14387486,32.79603604,31.35604868,69.27002846,15.72416516,0,0,24.67585747,37.29956688,69.60598239,31.49833826,71.05220927,10.85394959,6.160445511,18.06757421,9.328080879,12.98033719,38.97942492,7.410571308,0,61.58444392,33.36726397,62.84682262,55.85189233,18.97427435,22.14098398,16.85414057,4.952675542,7.143896881,52.95778875,66.19772224,77.04710815,52.87936765,51.22703728,70.39028313,82.22384473,76.91642159,79.68688012,49.97416421,60.63889199,3.385075369,0
K01354,0,0,0,0,0,3.129740974,2.889194281,1.177820636,2.041187561,0,0,11.66788307,9.149163595,4.03689402,14.88778298,0,0,0,0,0,0,0,0,1.912692839,6.524715125,0,0,0,0,4.311992024,4.835719185,0,1.546078443,0,24.12063349,3.324717521,23.13544345,18.33192899,8.098186069,0,1.124658189,0
K01362,13.94747065,11.55416386,2.582942953,5.213331648,13.96995463,42.2557389,2408.455231,7.893335981,7.099510283,22.30027427,32.90138339,69.95724654,42.18548407,15.74745522,24.02464742,47.59167111,79.47426568,41.43006184,2.638219694,33.75336292,20.77676357,14.3392352,20.74310019,31.91946606,13.40343677,21.44522711,33.51144409,31.27317399,32.59474512,5.099523643,15.57899859,42.23776754,12.83790407,18.36992625,27.46717745,33.68648759,41.9656429,49.38348094,4.788018941,11.27684946,22.15382739,57.14619737
K01363,448.5647871,505.885485,401.1749259,245.2009942,853.2783372,654.0010752,976.5440928,510.4049606,481.3994264,278.1745025,404.3134387,743.0727292,870.9656049,876.9575256,1239.5943,835.2594914,1008.141629,1178.788571,838.5875839,1359.408847,180.1923143,251.4687709,268.5101993,322.0474511,547.2210106,963.4285588,1503.491179,1137.349075,921.8479502,247.6858388,277.9042504,287.9649219,220.6786986,257.8299884,374.1895216,201.0141257,532.980274,552.9403135,483.2883844,377.3268447,959.2572102,700.0050519
K01365,91.33786112,60.4051747,50.5335412,94.27488619,86.78102755,200.2390859,175.2525188,81.3697354,69.00698663,42.37467608,33.02999392,83.9532523,52.45357717,132.5311806,121.3686321,103.3402275,86.20051951,62.50470064,86.95276886,74.02146018,35.32420635,62.30948895,40.03804538,21.60039343,90.75770377,86.00656934,89.3203607,78.86883142,145.3475382,31.7371002,24.93084776,14.24596828,34.30563462,40.23648696,25.87329692,51.60925738,28.96089316,29.355428,86.95385929,28.43981104,95.29911836,0
K01366,6.10518476,1.12554877,6.485754848,0,6.033401728,1.34683338,0,2.072882143,1.667364062,5.745191629,2.184060203,0,12.16469509,13.34069763,24.99481317,18.29243014,1.729005798,0,7.808183846,0,3.683889049,3.562836424,5.902101606,6.569815344,7.229364852,11.1780287,13.35094065,8.01370052,0.684198501,5.564968549,4.898875643,3.272349909,5.199382893,13.23323939,5.37359341,7.542254127,3.191965354,8.705023936,9.077928807,3.268564749,8.972048961,0
K01369,8.395528912,18.83292388,13.44076467,31.71784568,79.36736704,150.6341055,90.16879006,24.40980097,9.506819758,8.088380795,21.96023803,93.78008265,117.9755477,138.1283319,226.2199621,121.8112539,137.9568644,125.3765553,190.3224128,80.6157789,1.152440749,14.74960072,3.874105699,11.07658999,61.03984231,169.6427302,241.3200736,110.489197,231.0484962,12.5004493,14.60639664,12.51626277,5.691386716,10.8266479,122.1010372,12.65593073,82.85301265,72.52921082,34.07186455,18.53334377,243.1604204,552.953313
K01373,121.3932061,163.047461,97.20140276,32.1842035,298.96309,242.7792732,175.7899185,135.9541043,114.7351984,78.15091344,175.6023342,207.872392,221.5425101,361.0203375,436.9368293,397.0024911,545.3410473,382.6925702,282.2592684,407.9256257,99.5463185,84.35102632,148.5773295,140.9570581,262.7874392,327.9600558,560.6277449,430.8237647,567.765813,78.71314688,62.30552327,77.10389748,90.92427259,54.95247907,150.8615236,115.8765864,142.809908,168.1916023,120.8950493,179.0746554,289.6349056,33.75276351
K01374,2.758776497,2.062292401,1.989051861,0,7.102832077,0,9.035428439,1.205259081,0,0,6.730036745,3.185079635,21.34703779,5.67600289,10.01820878,10.22858727,23.7170168,6.69460467,0,0,0.987222547,0,0.284394053,3.350294142,4.863424584,9.618996455,13.22369228,3.441979864,13.43463787,0.647672561,2.30774124,0,0.696675165,0.80682552,2.733952761,0.567028326,6.081257963,2.777164639,0,2.491953571,8.764237168,0
K01376,4.825783017,15.19529664,8.063063285,26.62928024,29.85029873,16.10357403,5.296787513,21.19086216,14.27346792,6.39452514,42.51907691,10.05355031,22.37015531,97.60686997,92.02650226,37.76471742,129.570307,61.0925062,419.1545851,40.109379,29.09700296,45.5360635,52.60462205,22.00106342,18.39772977,22.95236637,63.32045551,27.59787383,35.29479723,2.281782028,6.616409383,7.554558425,3.426161458,2.047203188,7.282277227,7.374903328,23.65052848,20.0325894,14.54707929,6.560365258,36.29264457,0
K01379,236.8672348,303.5915011,219.8334011,337.4707095,331.2951268,378.6501873,266.1656841,258.4594583,280.797116,177.9267566,313.7570875,246.3304044,370.0166076,337.8790663,356.2882831,270.8414118,511.6878038,355.323783,380.78241,291.5814924,215.9941221,202.4632496,176.7641924,297.6657205,283.3494802,321.4664918,429.2732784,317.8470965,415.1819989,239.1811091,246.2284667,263.8534708,204.4131548,235.0263426,277.0364109,201.5486338,318.6965787,295.3196234,432.3600197,235.6868115,401.4901576,1564.449885
K01381,82.52558228,71.71715818,81.80998938,71.13853842,68.77290305,91.31388328,27.12753799,93.13372454,76.89544625,83.15472807,68.1964639,93.21049995,116.2263566,154.8468699,129.8674239,89.44672166,51.98554837,199.4448229,95.58428909,16.34590297,60.8574665,80.95411658,67.39942422,47.13982699,29.60411452,52.92790738,110.2178387,82.3725721,137.3678233,106.726219,77.65702775,49.8212804,74.72401555,69.14972899,51.46900779,78.80067414,63.13602088,67.62372994,106.6947234,93.83066064,51.01820898,327.9315999
K01386,130.9970673,126.8675965,117.1880979,125.8363438,134.0670675,144.500418,43.24236371,106.3262641,94.73127645,159.4880605,94.5719317,125.66068,99.11433781,78.65802162,90.1066884,106.6935384,115.9451542,40.31081794,30.8270378,87.06162475,174.9227094,125.2895991,87.21283423,71.59786264,73.76405516,100.2177626,94.78112276,77.99632318,42.48333095,141.5523966,123.9992957,52.34634838,135.0645961,95.05136006,142.9121242,124.5312634,114.6738278,85.88822483,119.282241,115.5464745,76.73367062,14.17739368
K01387,0,0,0,0,0,0,0,3.653605775,0,0.88323347,0,0,0,0,0,6.510763335,0,402.9605658,28.84330859,1.611054891,0,0,0.923350873,0,0,0,6.567573703,3.492244173,4.931955719,3.715506059,1.785765025,0,3.996619515,0,11.33671686,5.15664557,0,0,0,0,0,0
